timestamp,hostname,empresa_id,servidor_id,mac_address,ip,cpu,ram,disco,health_score,status_cpu,status_ram,status_disco,temp_max_cpu,status_temperatura,margem_termica,status_margem,temperatura_ambiente,clima,umidade,fan_principal_rpm,indice_resfriamento,status_resfriamento,throttling,bytes_recv,bytes_sent,pack_recv,pack_sent,packet_loss_internet,latency_min_ms,latency_avg_ms,latency_max_ms,lat_adsb_rastreamento,lat_rastreamento_correlacao,lat_correlacao_rotas,lat_rotas_api,lat_api_bd,lat_bd_sync,rastreamento_mbps,rotas_mbps,correlacao_mbps,api_gateway_mbps,bd_mbps,sync_service_mbps,rastreamento_loss,correlacao_loss,rotas_loss,api_loss,bd_loss,sync_loss,opensky_timestamp,total_aeronaves,avg_adsb_update_seconds
2026-05-27 00:08:44,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,68.4,64.8,78.1,64.71,estavel,estavel,estavel,72.0,alerta,18.0,moderada,30.59,parcialmente nublado,67,1925,92.0,boa,NAO,131604289,448939152,463914,150296,0.0,1.54,34.28,143.34,92.86,34.27,36.7,72.64,46.3,93.2,39.23,25.45,37.07,21.62,20.67,35.47,0.23,0.12,0.42,0.24,0.99,0.43,1779851324,390,59.0
2026-05-26 16:47:47,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,52.2,62.7,56.0,65.72,estavel,estavel,estavel,86.4,critica,3.6,ruim,30.7,chuvoso,45,3406,92.2,boa,NAO,97930504,267875457,433578,77454,0.03,1.56,33.4,101.35,19.72,77.22,96.56,55.73,21.27,55.36,86.17,50.82,95.09,50.67,71.33,46.99,0.35,0.57,0.17,0.21,0.73,0.29,1779824867,172,42.59
2026-05-24 05:21:46,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,62.6,74.9,78.6,61.69,estavel,estavel,estavel,85.5,critica,4.5,ruim,32.11,nublado,50,3623,53.9,ruim,NAO,369409736,178525708,355620,96889,2.64,8.91,78.59,156.83,55.51,45.61,76.14,54.38,22.02,13.23,57.23,43.57,59.75,88.17,97.11,83.76,0.45,0.96,0.35,0.97,0.39,0.06,1779610906,188,45.77
2026-05-28 23:10:18,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,24.9,53.4,49.0,75.03,estavel,estavel,estavel,64.2,normal,25.8,boa,31.82,chuvoso,67,2150,70.9,moderada,NAO,705439250,558053743,344451,62174,1.83,9.25,40.15,102.84,99.96,27.51,19.28,55.89,89.46,26.36,96.0,51.68,54.85,57.46,10.3,59.92,0.76,0.52,0.29,0.91,0.41,0.08,1780020618,218,20.66
2026-05-27 13:44:40,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,36.0,93.7,28.9,75.08,estavel,critico,estavel,44.4,normal,45.6,excelente,15.93,parcialmente nublado,53,1999,82.3,boa,NAO,689095256,415906185,346910,163079,0.12,2.75,31.63,168.59,77.02,30.45,89.62,44.63,64.98,11.63,90.25,30.63,38.42,42.28,18.16,65.08,0.06,0.9,0.71,0.34,0.26,0.44,1779900280,397,23.31
2026-05-28 15:43:25,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,9.3,77.1,63.2,69.95,estavel,alerta,estavel,82.2,alerta,7.8,ruim,20.0,ensolarado,32,3222,74.2,moderada,NAO,398888186,333658682,201992,425639,2.67,5.26,35.91,173.3,62.95,99.44,68.34,67.91,56.68,73.33,37.48,12.53,58.79,32.28,38.46,74.49,0.74,0.75,0.66,0.17,0.57,0.04,1779993805,147,33.42
2026-05-22 00:32:38,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,55.8,91.0,70.5,71.4,estavel,alerta,estavel,36.2,normal,53.8,excelente,14.51,chuvoso,68,2146,62.3,moderada,NAO,742629015,208738943,128753,297872,2.78,5.37,72.53,51.1,30.13,65.68,15.95,34.54,38.41,97.02,73.31,77.64,50.45,21.5,39.88,53.62,0.14,0.62,0.91,0.64,0.48,0.29,1779420758,246,9.31
2026-05-24 07:29:03,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,84.6,44.1,28.1,74.41,alerta,estavel,estavel,42.5,normal,47.5,excelente,16.89,ensolarado,36,2832,57.0,moderada,NAO,97519501,500856934,150893,268359,1.56,2.18,48.4,79.67,52.11,46.13,68.73,62.64,80.36,89.0,71.6,53.89,21.38,90.53,74.55,28.94,0.55,0.41,0.14,0.74,0.38,0.03,1779618543,395,32.23
2026-05-28 03:01:59,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,86.2,41.1,26.3,75.72,alerta,estavel,estavel,37.1,normal,52.9,excelente,15.51,ensolarado,90,3802,62.1,moderada,NAO,606387617,141472769,244465,156555,0.06,8.06,70.13,81.45,87.39,79.41,26.99,52.64,27.92,63.62,66.32,47.49,78.81,28.68,78.17,10.43,0.81,0.15,0.15,0.05,0.19,0.95,1779948119,484,47.47
2026-05-23 22:58:33,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,52.2,34.5,84.0,76.22,estavel,estavel,alerta,37.5,normal,52.5,excelente,21.34,parcialmente nublado,31,3213,56.8,moderada,NAO,795228534,58728847,420525,325165,2.27,7.18,73.95,122.6,76.2,13.36,41.29,55.98,34.17,23.64,84.21,39.15,74.87,75.99,86.58,46.9,0.37,0.67,0.94,0.62,0.97,0.09,1779587913,398,5.19
2026-05-24 03:51:36,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,47.0,80.5,76.1,71.97,estavel,alerta,estavel,42.0,normal,48.0,excelente,32.2,chuvoso,33,3263,89.1,boa,NAO,519707377,386993579,219132,223996,1.17,6.39,71.5,56.59,19.53,40.42,47.42,59.02,76.22,69.06,66.09,90.09,42.01,22.17,31.3,84.47,0.2,0.92,0.58,0.68,0.3,0.05,1779605496,452,8.95
2026-05-28 07:59:54,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,56.4,86.8,43.1,65.72,estavel,alerta,estavel,76.6,alerta,13.4,moderada,15.37,parcialmente nublado,73,4457,49.5,ruim,NAO,792470607,414477603,154329,65043,0.2,6.34,75.58,91.57,61.85,43.05,60.86,34.83,38.78,35.5,32.6,78.17,96.21,33.12,72.03,38.37,0.12,0.72,0.06,0.8,0.53,0.79,1779965994,486,27.09
2026-05-25 12:19:19,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,97.7,82.1,38.5,58.13,critico,alerta,estavel,92.8,critica,-2.8,ruim,13.15,nublado,75,3424,89.0,boa,SIM,672830011,553005369,134140,399812,1.72,5.04,46.71,154.97,90.22,29.66,70.58,72.96,53.28,38.21,23.88,90.05,99.95,40.5,14.63,31.08,0.83,0.11,0.1,0.75,0.61,0.2,1779722359,476,45.37
2026-05-28 00:23:35,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,12.5,81.7,64.6,75.58,estavel,alerta,estavel,49.2,normal,40.8,excelente,12.28,chuvoso,37,3020,74.4,moderada,NAO,175653011,330500440,437371,405997,2.46,2.77,43.98,84.43,58.58,20.34,32.52,89.44,21.94,60.69,32.34,84.54,75.16,87.69,28.31,93.17,0.49,0.42,0.21,0.68,0.21,0.72,1779938615,156,45.15
2026-05-28 01:55:06,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,92.1,64.3,74.4,65.86,critico,estavel,estavel,53.1,normal,36.9,boa,32.5,chuvoso,65,3481,74.9,moderada,NAO,863089330,592539845,440900,383606,1.49,4.02,30.93,180.96,75.11,20.44,24.63,90.08,49.94,26.6,98.15,77.72,13.78,31.87,33.79,50.27,0.7,0.6,0.34,0.03,0.39,0.33,1779944106,145,26.12
2026-05-24 08:39:13,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,38.9,79.0,81.4,68.73,estavel,alerta,alerta,62.0,normal,28.0,boa,27.89,nublado,65,4131,42.1,ruim,NAO,444372912,77084560,473913,90709,2.1,5.43,54.8,164.66,30.6,44.05,17.89,43.43,34.54,71.91,30.64,30.36,39.79,62.23,32.47,96.43,0.07,0.96,0.39,0.51,0.11,0.25,1779622753,340,6.57
2026-05-27 22:39:00,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,19.5,87.6,50.5,70.3,estavel,alerta,estavel,73.6,alerta,16.4,moderada,22.07,parcialmente nublado,36,2763,70.4,moderada,NAO,185449484,62798127,171997,364542,0.16,2.38,43.03,79.82,33.48,75.8,16.12,44.61,60.25,41.16,76.16,79.04,18.09,96.74,32.76,22.43,0.59,0.7,0.64,0.96,0.97,0.53,1779932340,248,37.73
2026-05-26 16:30:37,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,11.1,47.1,40.6,77.54,estavel,estavel,estavel,66.6,normal,23.4,moderada,21.31,nublado,87,2083,93.9,boa,NAO,500234058,118105552,91041,340471,1.58,9.02,67.5,194.39,35.73,46.93,90.46,29.26,35.41,84.45,69.16,14.15,35.43,58.49,46.14,17.05,0.82,0.27,0.82,0.2,0.71,0.76,1779823837,326,39.46
2026-05-22 16:10:45,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,36.9,25.6,87.7,67.67,estavel,estavel,alerta,92.9,critica,-2.9,ruim,31.81,ensolarado,57,2069,67.9,moderada,SIM,59512692,382211933,423896,190649,0.25,6.46,59.43,164.27,96.77,20.18,39.51,44.58,77.89,52.56,78.11,93.87,38.72,22.09,60.97,45.89,0.39,0.64,0.75,0.38,0.28,0.13,1779477045,340,14.9
2026-05-23 04:36:09,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,46.1,56.3,60.9,71.1,estavel,estavel,estavel,64.7,normal,25.3,boa,22.11,parcialmente nublado,90,4018,92.9,boa,NAO,866769879,444041416,279603,394835,2.81,8.67,12.34,73.61,29.49,40.84,33.18,69.53,74.0,88.16,56.75,71.77,56.94,17.22,78.0,59.14,0.69,0.5,0.37,0.32,0.48,0.07,1779521769,188,53.15
2026-05-25 01:10:48,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,56.5,81.0,82.8,69.43,estavel,alerta,alerta,46.0,normal,44.0,excelente,27.72,ensolarado,81,1996,71.0,moderada,NAO,325471157,34511924,286578,247185,1.54,6.72,27.58,181.74,67.94,38.78,31.5,35.63,97.38,84.52,20.01,41.5,12.76,30.96,99.35,58.72,0.84,0.1,0.18,0.94,0.09,0.07,1779682248,410,13.67
2026-05-23 15:18:51,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,40.4,67.0,42.0,70.2,estavel,estavel,estavel,74.5,alerta,15.5,moderada,14.25,chuvoso,33,4268,89.4,boa,NAO,245232809,423548924,178571,134038,0.24,7.34,24.68,76.9,33.8,77.88,85.18,67.28,31.81,53.8,45.24,84.23,13.63,19.7,10.08,77.52,0.92,0.16,0.88,0.17,0.04,0.53,1779560331,465,59.64
2026-05-24 22:28:37,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,34.9,52.8,37.5,70.66,estavel,estavel,estavel,84.4,alerta,5.6,ruim,20.98,parcialmente nublado,95,3820,72.4,moderada,NAO,208141166,570540080,243551,132384,2.23,7.93,79.75,138.04,12.09,28.97,36.79,18.11,33.32,86.47,84.6,83.54,99.37,35.85,23.66,34.94,0.85,0.69,0.81,0.13,0.11,0.64,1779672517,83,23.21
2026-05-28 08:01:37,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,14.7,63.2,64.7,70.03,estavel,estavel,estavel,84.8,alerta,5.2,ruim,21.06,ensolarado,75,1906,80.9,boa,NAO,642834640,268507395,186986,356665,1.62,5.74,77.82,175.2,14.82,79.64,34.4,87.79,64.92,19.67,31.59,62.09,38.39,43.3,52.9,58.67,0.99,0.06,0.71,0.21,0.88,0.43,1779966097,59,10.35
2026-05-26 14:07:33,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,10.3,48.2,30.5,80.91,estavel,estavel,estavel,53.5,normal,36.5,boa,23.62,parcialmente nublado,33,3589,99.9,boa,NAO,484248262,176640637,197707,251764,2.83,3.57,75.67,105.01,63.74,34.94,89.59,67.85,30.35,31.19,94.9,88.27,27.0,81.89,24.25,96.76,0.53,0.89,0.24,0.82,0.12,0.49,1779815253,355,16.94
2026-05-23 06:23:28,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,90.5,26.6,5.9,74.47,critico,estavel,estavel,55.6,normal,34.4,boa,19.42,nublado,71,3689,76.3,boa,NAO,104351264,268823840,452917,102001,1.36,4.79,38.71,115.22,44.79,10.13,44.53,93.1,63.51,26.71,30.33,99.52,49.81,18.64,77.22,52.42,0.14,0.52,0.23,0.4,0.99,0.68,1779528208,96,52.94
2026-05-22 17:43:01,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,66.2,81.3,69.4,68.07,estavel,alerta,estavel,51.6,normal,38.4,boa,19.57,nublado,48,2178,89.8,boa,NAO,137049412,398567629,184381,356574,2.32,1.21,18.69,78.05,53.3,83.08,43.78,21.13,77.64,43.49,93.44,84.79,53.4,96.5,54.51,11.33,0.89,0.86,0.48,0.56,0.44,0.67,1779482581,245,49.44
2026-05-26 21:01:41,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,19.1,71.3,63.8,78.1,estavel,estavel,estavel,38.0,normal,52.0,excelente,18.07,nublado,40,3768,86.4,boa,NAO,123079522,378814898,222654,69671,1.03,7.49,57.76,128.18,52.15,82.78,16.37,80.0,78.09,33.23,52.55,83.05,79.89,67.33,69.16,21.07,0.02,0.25,0.88,0.57,0.64,0.83,1779840101,211,47.75
2026-05-28 22:52:19,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,5.2,50.3,63.9,81.77,estavel,estavel,estavel,38.8,normal,51.2,excelente,26.05,nublado,48,4125,85.6,boa,NAO,789351804,569652573,122598,133682,0.76,3.15,29.92,196.7,80.41,65.92,95.25,45.37,25.3,79.82,57.62,88.85,87.34,54.8,96.13,18.79,0.71,0.28,0.39,0.16,0.95,0.11,1780019539,213,31.62
2026-05-28 09:54:24,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,11.7,87.6,32.9,72.29,estavel,alerta,estavel,75.1,alerta,14.9,moderada,21.67,chuvoso,52,1865,90.9,boa,NAO,670117925,205414614,239223,376294,2.62,7.93,29.72,120.36,44.43,15.83,21.35,92.66,21.9,76.92,19.48,77.56,26.53,28.02,82.2,64.02,0.05,0.49,0.41,0.05,0.55,0.32,1779972864,473,29.19
2026-05-26 06:37:08,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,26.0,68.5,72.3,68.08,estavel,estavel,estavel,82.0,alerta,8.0,ruim,27.41,parcialmente nublado,35,3620,58.7,moderada,NAO,163735496,140814156,210070,392430,1.54,9.94,22.63,143.12,69.25,44.84,19.67,44.14,17.14,58.68,32.39,60.91,73.58,93.35,43.39,68.45,0.99,0.96,0.46,0.44,0.78,0.17,1779788228,81,15.05
2026-05-28 17:37:27,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,87.3,23.4,14.7,76.83,alerta,estavel,estavel,44.1,normal,45.9,excelente,33.2,nublado,75,2771,92.3,boa,NAO,148317396,122125720,328840,369872,1.88,3.22,36.9,195.9,60.72,68.26,48.73,95.98,71.15,38.8,39.55,59.98,50.3,74.92,25.94,20.02,0.84,0.25,0.18,0.49,0.58,0.54,1780000647,278,36.05
2026-05-24 12:40:45,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,40.7,35.2,53.2,72.44,estavel,estavel,estavel,74.8,alerta,15.2,moderada,34.96,chuvoso,84,3416,80.5,boa,NAO,116373668,523765255,99731,183302,1.57,3.6,16.98,100.05,70.18,53.34,60.77,52.13,92.22,35.36,34.21,97.88,94.35,13.83,66.35,92.4,0.62,0.52,0.74,0.82,0.12,0.01,1779637245,284,18.65
2026-05-27 16:54:37,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,14.4,27.0,71.6,74.01,estavel,estavel,estavel,80.6,alerta,9.4,ruim,19.38,ensolarado,45,4416,61.6,moderada,NAO,692704488,563524250,288245,347796,2.82,4.06,56.01,56.72,57.55,42.12,66.33,87.11,62.13,80.63,53.32,33.01,98.93,97.13,41.95,61.91,0.64,0.34,0.68,0.0,0.18,0.74,1779911677,177,36.83
2026-05-28 20:40:11,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,91.9,83.8,58.8,61.5,critico,alerta,estavel,71.1,alerta,18.9,moderada,13.75,nublado,82,2025,70.5,moderada,NAO,649250226,97573084,329824,184240,2.54,8.45,44.2,80.32,16.15,27.41,18.5,67.96,74.36,40.03,38.99,29.36,16.44,93.38,14.97,70.36,0.82,0.5,0.86,0.4,0.57,0.65,1780011611,325,55.19
2026-05-24 00:31:05,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,44.6,70.9,57.6,70.88,estavel,estavel,estavel,60.7,normal,29.3,boa,13.96,ensolarado,88,2273,73.3,moderada,NAO,304478440,203630041,409991,390514,1.97,7.23,53.2,176.31,30.81,55.45,86.26,56.69,20.28,80.26,84.56,83.45,67.37,41.86,10.89,51.86,0.27,0.49,0.51,0.39,0.08,0.46,1779593465,181,21.5
2026-05-24 01:14:30,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,26.0,45.7,49.5,71.17,estavel,estavel,estavel,86.5,critica,3.5,ruim,34.34,chuvoso,77,4450,89.4,boa,NAO,488165776,587367025,363791,170200,2.7,5.77,60.53,53.22,86.34,60.08,53.87,23.43,85.18,55.95,69.15,32.74,79.77,54.28,61.46,58.78,0.71,0.89,0.88,0.85,0.59,0.61,1779596070,254,55.59
2026-05-24 15:38:17,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,36.7,23.7,10.6,77.13,estavel,estavel,estavel,75.6,alerta,14.4,moderada,34.25,ensolarado,34,4141,57.3,moderada,NAO,851069620,592109354,400903,405020,2.94,7.53,31.54,94.99,53.61,91.42,17.84,46.62,33.53,71.3,12.4,23.27,16.35,44.75,88.79,97.12,0.51,0.99,0.46,0.29,0.82,0.45,1779647897,78,39.96
2026-05-26 07:19:16,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,32.6,28.7,7.6,81.42,estavel,estavel,estavel,55.3,normal,34.7,boa,15.82,chuvoso,59,1866,88.5,boa,NAO,233257393,382386233,88699,287270,2.84,3.75,11.0,50.24,17.27,75.74,75.83,92.25,32.33,51.58,91.35,34.58,96.85,98.47,37.8,80.2,0.73,0.55,0.32,0.08,0.93,0.04,1779790756,355,47.96
2026-05-24 00:14:14,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,52.9,85.3,83.1,62.73,estavel,alerta,alerta,79.5,alerta,10.5,moderada,26.47,ensolarado,82,3757,46.2,ruim,NAO,419343643,72828165,286942,383523,2.96,9.02,63.0,139.4,78.46,18.02,55.81,33.62,17.47,36.04,29.76,84.98,70.32,74.94,52.85,88.65,0.11,0.54,0.3,0.63,0.15,0.24,1779592454,166,34.67
2026-05-22 12:16:59,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,59.5,61.5,11.7,68.22,estavel,estavel,estavel,86.6,critica,3.4,ruim,21.66,nublado,61,3506,69.7,moderada,NAO,281393891,399785185,318310,236407,1.44,6.8,53.83,147.29,49.31,88.97,11.88,38.41,72.88,63.02,78.34,89.91,88.97,39.02,62.55,78.62,0.73,0.79,0.17,0.08,0.18,0.62,1779463019,350,52.12
2026-05-28 07:35:07,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,13.2,47.9,61.8,75.16,estavel,estavel,estavel,68.8,normal,21.2,moderada,29.1,nublado,67,3339,80.6,boa,NAO,503409222,467002536,295475,320597,2.02,6.47,70.23,185.87,31.06,58.21,99.28,73.68,81.06,62.6,89.95,11.73,36.26,24.62,99.36,90.85,0.8,0.52,0.03,0.72,0.34,0.71,1779964507,119,14.07
2026-05-23 07:34:36,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,7.3,78.0,25.5,75.56,estavel,alerta,estavel,69.1,normal,20.9,moderada,22.04,ensolarado,60,1944,52.1,ruim,NAO,786147079,514713223,292838,322720,1.61,8.42,10.99,156.96,90.92,83.36,86.34,90.26,60.29,57.45,61.04,42.7,98.79,30.27,68.2,75.52,0.76,0.86,0.71,0.86,0.44,0.93,1779532476,269,23.6
2026-05-25 14:41:51,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,8.0,32.2,87.9,76.35,estavel,estavel,alerta,64.2,normal,25.8,boa,22.46,parcialmente nublado,94,4064,52.4,ruim,NAO,90452991,420483978,290943,170362,1.87,6.21,75.68,118.64,57.6,77.95,52.76,78.22,46.87,41.96,29.73,69.88,28.94,76.15,22.08,51.06,0.44,0.54,0.5,0.46,0.88,0.6,1779730911,317,35.58
2026-05-28 04:11:56,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,45.3,70.3,61.6,74.13,estavel,estavel,estavel,42.8,normal,47.2,excelente,25.43,nublado,48,2651,75.6,boa,NAO,61962148,164486947,305684,284979,0.14,4.48,78.58,172.2,81.55,64.61,10.04,21.41,63.62,22.47,66.84,89.02,23.18,60.1,88.66,70.43,0.4,0.73,0.47,0.07,0.07,0.46,1779952316,256,37.71
2026-05-22 22:41:46,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,71.2,20.4,6.9,81.54,alerta,estavel,estavel,35.0,normal,55.0,excelente,30.05,ensolarado,31,2632,96.0,boa,NAO,509396057,414454944,244899,363235,1.01,7.6,40.0,148.15,64.65,94.94,45.05,52.69,24.51,37.45,69.67,72.43,28.32,22.83,83.39,63.8,0.55,0.97,0.8,0.94,0.36,0.57,1779500506,132,43.43
2026-05-25 14:15:43,NeithaNitro,1,1,80:30:49:0c:87:29,192.168.56.1,14.3,54.5,21.3,82.81,estavel,estavel,estavel,41.8,normal,48.2,excelente,29.68,parcialmente nublado,51,3810,53.2,ruim,NAO,426320695,287763200,259281,431841,0.6,5.35,54.04,131.69,42.17,80.45,77.94,23.4,77.1,68.25,91.79,31.03,97.8,26.26,73.7,81.19,0.2,0.47,0.37,0.05,0.66,0.61,1779729343,428,50.35
