timestamp,hostname,empresa_id,servidor_id,mac_address,ip,cpu,ram,disco,health_score,status_cpu,status_ram,status_disco,temp_max_cpu,status_temperatura,margem_termica,status_margem,temperatura_ambiente,clima,umidade,fan_principal_rpm,indice_resfriamento,status_resfriamento,throttling,bytes_recv,bytes_sent,pack_recv,pack_sent,packet_loss_internet,latency_min_ms,latency_avg_ms,latency_max_ms,lat_adsb_rastreamento,lat_rastreamento_correlacao,lat_correlacao_rotas,lat_rotas_api,lat_api_bd,lat_bd_sync,rastreamento_mbps,rotas_mbps,correlacao_mbps,api_gateway_mbps,bd_mbps,sync_service_mbps,rastreamento_loss,correlacao_loss,rotas_loss,api_loss,bd_loss,sync_loss,opensky_timestamp,total_aeronaves,avg_adsb_update_seconds,label_24h,label_3d,label_7d
2026-05-24 00:00:59,Server-4,1,5,08:cc:45:9f:ce:4f,192.168.81.165,32.3,43.2,74.2,50.1,estavel,estavel,estavel,59.1,normal,35.9,ruim,25.35,céu limpo,55,4275,87.4,boa,NAO,626003522,899445667,796410,887282,3.74,15,29.3,195,89.95,38.92,56.61,56.28,95.84,92.81,28.41,29.09,26.94,22.33,43.15,7.73,2.39,2.71,2.21,1.93,1.39,2.54,1970-01-01 00:00:01.743327168,277,21.81,00:00,24/05 00h,24/05
2026-05-24 00:01:59,Server-8,5,8,54:ea:54:f9:95:90,192.168.55.50,23.4,16.4,84.7,58.5,estavel,estavel,alerta,46.7,critica,48.3,ruim,20.82,nublado,75,1576,42.3,ruim,NAO,372753156,641254217,314433,326477,4.97,8,68.3,190,33.72,78.41,63.02,35.77,54.7,28.18,42.51,19.14,37.34,34.28,2.13,2.91,0.87,0.19,1.53,0.81,1.7,0.11,1970-01-01 00:00:01.799753468,26,19.53,00:01,24/05 00h,24/05
2026-05-24 00:02:59,Server-8,4,19,88:8d:5e:48:ba:82,192.168.213.176,34.5,72.7,41.7,50.37,estavel,estavel,estavel,85.8,alta,9.2,excelente,17.32,chuva forte,77,2579,46.7,boa,NAO,454385890,512217079,148625,513123,1.4,10,66.9,152,81.4,45.14,45.26,93.54,73.44,45.68,21.71,44.83,18.78,39.13,14.55,35.63,2.04,0.39,1.26,2.57,2.89,1.51,1970-01-01 00:00:01.784958407,252,26.24,00:02,24/05 00h,24/05
2026-05-24 00:03:59,Server-1,4,19,a6:83:b4:f3:4d:dd,192.168.119.109,22.2,99.0,58.6,40.07,estavel,critico,estavel,46.2,critica,48.8,excelente,28.37,chuva leve,35,3199,40.6,ruim,NAO,217623002,581086522,165097,803457,2.36,28,40.1,131,80.91,20.21,27.23,50.64,35.67,99.47,29.93,3.53,16.23,48.63,31.93,24.24,2.35,1.62,1.28,2.79,2.75,2.85,1970-01-01 00:00:01.705912882,449,41.89,00:03,24/05 00h,24/05
2026-05-24 00:04:59,Server-8,3,6,e8:54:55:c0:8e:65,192.168.139.190,68.5,33.9,79.3,39.43,estavel,estavel,estavel,77.5,alta,17.5,excelente,27.64,nublado,31,2714,83.5,excelente,SIM,743289450,374136314,108982,790213,3.24,15,74.9,97,55.82,15.05,98.79,37.58,22.39,64.01,26.16,49.1,48.77,45.85,2.32,1.09,0.82,1.35,1.27,0.73,2.6,0.39,1970-01-01 00:00:01.780857264,67,36.41,00:04,24/05 00h,24/05
2026-05-24 00:05:59,Server-10,4,6,04:be:9a:3b:7d:fa,192.168.5.191,45.1,73.4,60.5,40.33,estavel,estavel,estavel,78.4,alta,16.6,excelente,25.43,céu limpo,45,4121,62.1,boa,NAO,727787496,411290356,800722,306079,0.29,26,33.3,122,15.84,80.91,64.79,74.67,80.15,99.06,17.09,24.1,4.61,28.39,16.11,20.67,0.92,2.85,0.94,1.47,2.7,1.11,1970-01-01 00:00:01.754431289,200,14.45,00:05,24/05 00h,24/05
2026-05-24 00:06:59,Server-8,5,1,6e:43:b4:55:4a:e6,192.168.19.90,42.9,57.5,88.5,37.03,estavel,estavel,alerta,57.1,alta,37.9,ruim,24.01,nublado,79,4226,76.5,excelente,SIM,780782114,250323965,145514,255095,2.31,22,68.9,92,46.26,62.44,29.93,68.13,70.28,85.63,2.81,13.11,27.18,27.81,11.13,42.19,1.38,1.29,0.75,2.38,1.01,1.66,1970-01-01 00:00:01.738294137,124,45.72,00:06,24/05 00h,24/05
2026-05-24 00:07:59,Server-1,4,5,43:4d:88:a9:6f:45,192.168.241.206,33.0,46.4,79.2,47.13,estavel,estavel,estavel,81.0,normal,14.0,ruim,22.81,céu limpo,38,1202,98.8,boa,SIM,639105704,515689655,847739,103666,0.47,5,39.4,109,23.12,44.83,34.85,21.33,22.73,65.55,29.65,19.8,26.68,45.29,19.75,10.11,2.25,2.59,1.56,0.45,0.24,1.01,1970-01-01 00:00:01.742558562,86,55.99,00:07,24/05 00h,24/05
2026-05-24 00:08:59,Server-8,5,9,cf:f6:1d:0c:8a:4a,192.168.249.87,8.2,97.0,86.8,36.0,estavel,critico,alerta,70.3,alta,24.7,excelente,31.99,céu limpo,88,1841,70.2,ruim,SIM,112349977,262266012,524904,540245,0.67,13,33.3,90,87.35,87.2,31.41,35.57,90.29,14.95,6.06,19.44,24.59,7.47,35.17,20.45,1.81,2.63,2.27,2.38,1.82,1.72,1970-01-01 00:00:01.757693834,367,55.78,00:08,24/05 00h,24/05
2026-05-24 00:09:59,Server-8,4,2,93:53:3f:b0:72:8a,192.168.13.186,80.1,79.2,24.7,38.67,alerta,alerta,estavel,60.4,critica,34.6,boa,31.24,chuva leve,79,3198,76.3,ruim,SIM,857798347,826649434,199034,577564,2.29,15,30.8,134,47.29,72.8,23.66,82.58,61.79,22.55,27.03,6.88,8.48,11.39,42.72,44.47,0.82,0.78,2.79,2.49,1.65,1.54,1970-01-01 00:00:01.790471816,161,54.79,00:09,24/05 00h,24/05
2026-05-24 00:10:59,Server-4,3,8,5f:08:d8:03:95:80,192.168.210.126,60.3,71.9,70.5,32.43,estavel,estavel,estavel,77.7,alta,17.3,boa,15.99,chuva forte,44,3966,55.1,ruim,SIM,182683503,273937734,566052,205221,1.79,28,21.4,123,59.11,38.49,57.41,74.71,90.83,66.55,42.02,32.2,28.84,5.0,13.77,32.46,0.43,2.36,0.72,1.27,1.87,1.2,1970-01-01 00:00:01.756151228,149,54.71,00:10,24/05 00h,24/05
2026-05-24 00:11:59,Server-10,3,14,23:eb:01:bf:89:40,192.168.185.220,56.4,14.2,34.0,65.13,estavel,estavel,estavel,44.7,alta,50.3,ruim,16.81,nublado,59,2613,83.1,boa,SIM,469502670,754101398,228454,353549,4.01,26,50.5,121,95.63,73.53,55.8,35.76,66.83,95.03,25.86,29.3,11.8,7.2,35.84,10.17,1.16,1.27,0.73,1.36,2.65,1.72,1970-01-01 00:00:01.782524275,417,17.11,00:11,24/05 00h,24/05
2026-05-24 00:12:59,Server-5,2,17,ec:53:5e:c0:77:d3,192.168.117.186,5.6,72.3,38.2,61.3,estavel,estavel,estavel,76.2,alta,18.8,ruim,17.59,céu limpo,46,4199,48.7,boa,SIM,412088143,290277221,317054,171476,1.64,11,42.4,133,69.12,46.55,39.03,41.01,65.44,26.09,27.0,32.51,1.09,21.97,38.21,41.97,2.32,1.37,1.27,1.41,0.58,1.77,1970-01-01 00:00:01.797668151,284,13.82,00:12,24/05 00h,24/05
2026-05-24 00:13:59,Server-10,1,15,19:52:bc:a1:8a:73,192.168.59.23,69.6,95.6,38.8,32.0,estavel,critico,estavel,56.1,critica,38.9,boa,20.03,chuva forte,38,1333,58.1,ruim,SIM,897222773,313732171,479524,521641,4.49,19,72.1,154,75.42,45.71,23.51,22.85,57.85,49.0,2.02,10.69,8.48,40.46,4.86,4.76,2.38,0.08,0.71,1.01,1.03,0.74,1970-01-01 00:00:01.737993511,271,41.54,00:13,24/05 00h,24/05
2026-05-24 00:14:59,Server-4,4,5,fc:d1:f2:e9:02:0b,192.168.125.47,49.6,76.7,60.3,37.8,estavel,alerta,estavel,42.4,critica,52.6,ruim,27.28,nublado,49,1372,62.5,boa,NAO,874317807,780321436,502127,145567,0.32,27,57.5,176,12.19,73.28,40.39,46.84,48.99,92.95,29.33,44.85,38.0,46.68,17.11,12.34,2.57,0.89,1.39,2.2,2.3,0.18,1970-01-01 00:00:01.743665201,425,46.73,00:14,24/05 00h,24/05
2026-05-24 00:15:59,Server-9,4,11,eb:87:7c:75:c8:71,192.168.143.223,67.8,12.5,92.4,42.43,estavel,estavel,alerta,44.7,alta,50.3,ruim,32.39,chuva forte,48,2978,63.6,ruim,SIM,614314695,898958311,550438,761075,1.18,23,38.9,131,40.32,88.49,78.83,36.17,57.93,12.08,24.94,28.0,10.22,3.14,7.08,32.31,2.76,1.15,2.14,1.36,2.02,2.66,1970-01-01 00:00:01.765050531,362,5.56,00:15,24/05 00h,24/05
2026-05-24 00:16:59,Server-8,2,2,92:b4:41:60:09:3c,192.168.234.254,71.1,84.3,61.0,27.87,alerta,alerta,estavel,41.8,alta,53.2,ruim,25.68,nublado,62,1293,93.6,boa,NAO,745420116,823518580,323009,876491,2.49,7,59.0,200,99.49,15.57,28.75,34.87,60.05,97.15,30.02,3.44,24.43,41.72,1.55,6.93,1.29,2.69,1.37,1.06,0.58,2.61,1970-01-01 00:00:01.704168736,408,15.81,00:16,24/05 00h,24/05
2026-05-24 00:17:59,Server-4,5,13,b3:ac:d3:8e:d1:96,192.168.83.171,50.5,78.1,52.9,39.5,estavel,alerta,estavel,74.7,alta,20.3,ruim,29.88,chuva forte,56,2874,69.8,ruim,SIM,821482474,175845640,150745,754574,0.41,16,48.4,82,35.5,15.73,28.14,24.53,14.92,38.22,44.62,41.95,3.08,5.18,26.76,4.36,1.2,0.88,1.49,2.55,0.22,0.44,1970-01-01 00:00:01.772111148,287,16.89,00:17,24/05 00h,24/05
2026-05-24 00:18:59,Server-8,4,8,56:32:5b:54:ab:fc,192.168.160.48,66.8,35.4,48.8,49.67,estavel,estavel,estavel,74.3,alta,20.7,boa,15.04,céu limpo,73,1648,64.7,moderada,NAO,266305251,799897458,648210,442766,0.88,21,42.6,159,50.23,84.47,23.91,76.63,92.16,72.36,38.6,4.6,37.57,30.63,14.37,29.88,1.17,1.26,1.19,1.31,0.96,2.42,1970-01-01 00:00:01.707745441,444,31.67,00:18,24/05 00h,24/05
2026-05-24 00:19:59,Server-2,4,14,3d:f6:78:58:6c:91,192.168.50.113,59.4,18.1,66.9,51.87,estavel,estavel,estavel,40.9,alta,54.1,boa,18.85,chuva forte,64,4024,97.1,excelente,SIM,697322352,330033881,523350,400572,0.77,13,79.1,188,93.53,60.63,77.08,23.43,27.97,89.48,41.73,41.82,23.93,15.12,26.05,37.31,1.87,2.0,1.76,2.57,2.2,2.06,1970-01-01 00:00:01.713894212,104,52.21,00:19,24/05 00h,24/05
2026-05-24 00:20:59,Server-10,4,16,e8:93:b3:19:69:da,192.168.9.145,75.4,34.7,89.0,33.63,alerta,estavel,alerta,62.0,critica,33.0,boa,24.81,chuva forte,49,3414,78.9,moderada,NAO,553269545,515180302,780800,871506,4.14,30,30.4,182,96.26,97.64,85.0,51.35,83.41,47.8,27.18,37.18,17.47,48.4,47.26,35.9,0.5,2.92,2.15,2.4,2.11,1.34,1970-01-01 00:00:01.745697053,252,2.02,00:20,24/05 00h,24/05
2026-05-24 00:21:59,Server-4,1,15,34:67:a1:f4:18:4c,192.168.222.151,27.8,83.6,84.7,34.63,estavel,alerta,alerta,57.1,critica,37.9,excelente,22.07,nublado,37,3824,45.3,excelente,NAO,255669002,757795882,564374,525061,2.57,10,71.7,146,18.31,99.5,99.02,32.93,52.56,36.54,14.79,29.85,30.64,25.34,14.39,30.51,0.36,0.23,0.54,0.23,0.12,1.24,1970-01-01 00:00:01.711926596,172,10.76,00:21,24/05 00h,24/05
2026-05-24 00:22:59,Server-6,2,20,7e:88:81:e2:b3:e7,192.168.158.10,77.4,10.4,42.3,56.63,alerta,estavel,estavel,94.1,critica,0.9,ruim,22.19,chuva forte,47,2564,74.3,moderada,NAO,438542183,690636635,735987,398954,3.86,19,55.8,100,35.59,59.27,17.06,27.92,16.79,16.16,46.9,12.08,46.79,43.95,44.65,10.83,1.98,0.03,0.94,1.26,2.83,0.03,1970-01-01 00:00:01.738887857,254,24.24,00:22,24/05 00h,24/05
2026-05-24 00:23:59,Server-7,1,5,85:f6:62:32:fd:94,192.168.109.26,61.6,61.2,47.6,43.2,estavel,estavel,estavel,94.4,critica,0.6,boa,30.43,céu limpo,89,4114,93.4,excelente,SIM,710902680,783034123,675727,733799,2.28,18,24.3,160,45.11,32.57,67.51,11.66,92.82,23.73,39.5,32.63,26.76,22.26,39.2,2.04,0.14,1.33,2.25,0.42,0.58,1.11,1970-01-01 00:00:01.724150549,421,49.12,00:23,24/05 00h,24/05
2026-05-24 00:24:59,Server-3,3,19,f5:1c:56:a2:ba:73,192.168.94.86,82.7,31.7,98.6,29.0,alerta,estavel,critico,68.9,normal,26.1,excelente,16.04,chuva forte,86,2339,53.6,excelente,SIM,538433972,145481622,147686,425453,2.47,16,44.5,155,64.42,25.61,98.62,22.17,93.13,70.86,32.32,17.32,35.89,24.1,38.33,11.68,1.51,2.87,1.37,2.01,1.58,2.74,1970-01-01 00:00:01.792419441,428,9.98,00:24,24/05 00h,24/05
2026-05-24 00:25:59,Server-9,2,20,25:f2:07:bd:cd:ed,192.168.1.173,77.4,47.3,63.4,37.3,alerta,estavel,estavel,87.7,normal,7.3,excelente,21.72,chuva leve,60,1219,98.4,moderada,NAO,896873322,770643306,191861,724865,2.28,17,34.7,180,19.12,19.48,91.87,97.88,18.93,70.93,48.57,45.13,17.49,34.87,40.02,15.55,2.71,0.47,2.42,1.56,1.27,1.75,1970-01-01 00:00:01.735311861,433,42.96,00:25,24/05 00h,24/05
2026-05-24 00:26:59,Server-4,1,18,15:3c:f0:79:58:85,192.168.142.64,83.1,28.6,33.7,51.53,alerta,estavel,estavel,38.9,alta,56.1,boa,22.93,chuva forte,49,1266,52.4,excelente,SIM,242497152,404255219,721610,699621,0.68,26,20.5,197,25.72,89.54,39.99,24.67,63.63,22.63,48.25,10.76,5.35,34.57,5.0,22.71,2.92,0.58,2.88,1.24,1.43,1.82,1970-01-01 00:00:01.771417444,343,2.07,00:26,24/05 00h,24/05
2026-05-24 00:27:59,Server-7,1,4,f7:52:43:62:9a:fd,192.168.218.237,59.8,57.2,27.3,51.9,estavel,estavel,estavel,39.1,alta,55.9,boa,17.07,chuva forte,99,4128,70.0,ruim,SIM,603323360,217484435,608208,403427,0.78,25,26.2,119,76.48,49.63,78.04,61.37,71.69,76.14,2.66,41.68,8.59,14.62,12.53,32.34,1.97,0.23,2.11,1.74,2.75,2.24,1970-01-01 00:00:01.740899534,293,23.55,00:27,24/05 00h,24/05
2026-05-24 00:28:59,Server-8,1,6,03:12:f1:9b:78:e1,192.168.64.111,98.6,29.6,77.1,31.57,critico,estavel,estavel,75.1,alta,19.9,excelente,33.05,chuva leve,90,3819,78.0,excelente,NAO,212638735,749691898,167260,359493,4.66,23,74.4,164,35.82,19.34,26.7,18.55,27.42,82.63,5.83,49.85,16.38,42.89,38.85,46.25,2.21,1.19,2.84,1.38,1.26,1.04,1970-01-01 00:00:01.780689606,334,19.35,00:28,24/05 00h,24/05
2026-05-24 00:29:59,Server-9,1,18,f4:6d:37:99:70:a9,192.168.58.179,63.3,28.9,90.1,39.23,estavel,estavel,alerta,77.1,critica,17.9,boa,16.29,chuva forte,65,1982,48.8,ruim,SIM,717624900,353903077,166684,473399,0.97,27,24.9,188,20.03,82.15,58.56,53.96,20.32,10.8,5.78,49.1,3.43,28.76,18.77,43.7,2.54,0.95,2.11,1.75,0.5,1.01,1970-01-01 00:00:01.768675501,428,19.84,00:29,24/05 00h,24/05
2026-05-24 00:30:59,Server-8,2,1,a7:bb:ec:21:a0:2c,192.168.122.165,39.2,60.3,20.0,60.17,estavel,estavel,estavel,39.1,critica,55.9,excelente,24.83,nublado,62,1946,53.5,excelente,SIM,352060029,561560482,318953,421829,0.5,24,65.9,99,21.82,82.96,19.57,87.62,95.21,30.7,24.51,2.12,15.34,6.34,44.82,41.31,1.38,1.11,0.92,2.65,2.92,2.97,1970-01-01 00:00:01.767497038,127,47.63,00:30,24/05 00h,24/05
2026-05-24 00:31:59,Server-2,5,15,d7:0a:92:89:ed:cc,192.168.204.59,79.7,77.7,73.2,23.13,alerta,alerta,estavel,71.4,alta,23.6,ruim,15.11,chuva leve,88,1355,93.8,ruim,SIM,510035057,340583104,770506,424434,3.19,18,23.9,93,40.29,73.07,68.31,27.74,23.75,23.86,20.61,48.61,36.77,12.09,41.85,15.61,1.75,1.9,1.41,2.45,0.69,0.33,1970-01-01 00:00:01.731878524,86,11.61,00:31,24/05 00h,24/05
2026-05-24 00:32:59,Server-8,3,1,7b:86:83:bc:ca:c5,192.168.3.244,28.4,39.9,36.0,65.23,estavel,estavel,estavel,39.2,alta,55.8,excelente,16.12,chuva forte,70,2170,46.1,excelente,NAO,130192607,277198774,234115,200872,3.97,13,76.6,102,90.96,43.73,82.27,75.03,79.13,36.17,15.39,22.89,3.16,5.36,6.32,11.47,0.94,1.93,2.95,0.76,0.87,0.83,1970-01-01 00:00:01.796441324,261,56.58,00:32,24/05 00h,24/05
2026-05-24 00:33:59,Server-1,2,13,79:c4:17:7d:4d:c4,192.168.86.166,31.4,17.2,78.4,57.67,estavel,estavel,estavel,77.6,normal,17.4,ruim,33.57,nublado,96,1987,77.4,excelente,SIM,188866291,669349305,287335,230912,4.39,23,40.9,159,36.0,99.67,41.99,94.39,95.81,29.6,37.7,9.94,22.26,46.83,9.61,35.35,1.27,0.81,2.56,2.24,1.71,0.33,1970-01-01 00:00:01.786142230,66,47.64,00:33,24/05 00h,24/05
2026-05-24 00:34:59,Server-9,5,19,76:4c:c2:0c:41:a2,192.168.116.23,90.3,52.6,66.1,30.33,critico,estavel,estavel,67.3,alta,27.7,boa,30.23,chuva forte,74,1405,63.9,boa,NAO,599867288,866399212,154754,111078,0.83,11,63.1,165,42.57,32.66,82.75,60.82,95.66,86.48,15.37,37.32,42.86,1.35,16.32,12.23,0.6,0.89,1.7,1.24,0.61,1.86,1970-01-01 00:00:01.785868259,155,3.45,00:34,24/05 00h,24/05
2026-05-24 00:35:59,Server-8,1,6,41:83:6f:5d:54:95,192.168.224.146,30.0,60.6,39.3,56.7,estavel,estavel,estavel,55.4,alta,39.6,excelente,27.88,nublado,66,2162,58.2,excelente,SIM,378326380,122380147,287074,865941,1.56,14,59.7,193,61.17,21.81,62.87,46.11,93.99,19.67,9.43,47.86,7.33,44.31,40.73,1.23,2.28,1.2,0.64,0.74,1.29,1.67,1970-01-01 00:00:01.718292991,392,26.12,00:35,24/05 00h,24/05
2026-05-24 00:36:59,Server-7,1,9,45:c8:40:39:f5:b5,192.168.91.82,16.8,71.0,76.9,45.1,estavel,estavel,estavel,81.5,normal,13.5,ruim,29.79,céu limpo,34,3219,71.9,boa,NAO,874898561,150089753,740821,745350,3.06,24,56.8,110,27.29,58.08,35.2,71.71,64.83,59.08,14.26,37.72,15.83,40.0,38.41,41.21,1.41,0.75,2.52,0.26,1.39,1.46,1970-01-01 00:00:01.766631202,198,49.56,00:36,24/05 00h,24/05
2026-05-24 00:37:59,Server-7,5,14,f3:0b:42:58:51:e6,192.168.143.160,36.1,80.5,63.6,39.93,estavel,alerta,estavel,75.8,normal,19.2,ruim,17.53,céu limpo,53,2548,76.2,excelente,SIM,720649549,728264673,696779,170091,3.55,5,70.9,120,67.87,61.08,26.69,18.03,57.6,63.59,29.1,35.28,36.99,30.66,45.61,30.56,2.09,0.72,0.83,2.47,1.5,2.97,1970-01-01 00:00:01.708750388,48,39.14,00:37,24/05 00h,24/05
2026-05-24 00:38:59,Server-10,2,20,3e:13:da:cd:5e:63,192.168.0.125,17.8,71.6,59.7,50.3,estavel,estavel,estavel,36.3,normal,58.7,excelente,17.22,chuva forte,87,3255,76.6,boa,NAO,530146191,260119268,790147,443438,0.92,23,20.8,99,80.36,14.4,23.25,38.78,76.51,17.96,39.75,6.89,3.22,36.74,47.55,28.87,2.25,1.09,1.41,0.68,2.96,2.98,1970-01-01 00:00:01.784408078,385,24.01,00:38,24/05 00h,24/05
2026-05-24 00:39:59,Server-9,3,18,cb:50:60:d0:4a:61,192.168.119.56,71.2,96.6,80.9,17.1,alerta,critico,alerta,88.3,normal,6.7,excelente,25.91,céu limpo,83,2376,77.9,excelente,NAO,644623258,892462446,134426,156547,0.49,28,26.7,124,19.57,77.04,84.41,47.22,79.9,15.84,45.84,13.37,40.89,28.22,38.22,20.88,1.02,1.7,2.64,1.39,2.51,1.58,1970-01-01 00:00:01.715084113,305,51.93,00:39,24/05 00h,24/05
2026-05-24 00:40:59,Server-3,3,3,b3:53:e1:82:ce:05,192.168.196.78,88.5,46.5,40.8,41.4,alerta,estavel,estavel,78.2,normal,16.8,boa,29.3,nublado,68,2784,94.4,ruim,NAO,182611818,403237484,519153,450046,1.89,5,62.4,170,66.63,20.87,71.9,12.68,34.4,48.65,18.54,13.99,18.02,49.81,26.68,2.13,1.62,2.79,0.74,0.41,0.2,1.21,1970-01-01 00:00:01.782673989,288,45.57,00:40,24/05 00h,24/05
2026-05-24 00:41:59,Server-4,3,7,51:40:2a:3c:e1:a1,192.168.191.179,53.8,72.3,36.4,45.83,estavel,estavel,estavel,53.9,critica,41.1,boa,24.15,céu limpo,76,2660,97.9,excelente,NAO,782384019,746424974,760219,169730,4.62,5,41.3,153,19.25,14.99,43.0,30.96,54.04,55.24,19.06,45.57,35.81,8.48,22.37,18.99,1.26,1.57,0.65,2.77,1.04,1.57,1970-01-01 00:00:01.796917441,459,4.97,00:41,24/05 00h,24/05
