timestamp,pid,nome,usuario,cpu,ram_percent,ram_mb,status,tempo_execucao,latencia_ms,criticidade
2026-05-23 23:50:10,3424,svchost.exe,,0.0,0.02,1.68,running,1d 14h 31min,5.83,Estável
2026-05-23 23:50:11,3432,WUDFHost.exe,,0.0,0.05,4.19,running,1d 14h 31min,7.99,Estável
2026-05-23 23:50:11,3576,svchost.exe,,0.0,0.08,6.21,running,1d 14h 31min,5.38,Estável
2026-05-23 23:50:11,3600,chrome.exe,JORTIEKE\ricar,0.0,0.9,71.07,running,0d 3h 28min,0.02,Estável
2026-05-23 23:50:11,3624,svchost.exe,,0.0,0.02,1.27,running,1d 14h 31min,4.62,Estável
2026-05-23 23:50:11,3632,svchost.exe,,0.0,0.03,2.22,running,1d 14h 31min,9.56,Estável
2026-05-23 23:50:11,3640,svchost.exe,,0.0,0.01,1.03,running,1d 14h 31min,6.36,Estável
2026-05-23 23:50:11,3744,MemCompression,,0.0,0.71,56.74,running,1d 14h 31min,6.88,Estável
2026-05-23 23:50:12,3768,svchost.exe,,0.0,0.01,0.56,running,1d 14h 31min,6.12,Estável
2026-05-23 23:50:12,3812,svchost.exe,,0.0,0.02,1.29,running,1d 14h 31min,5.84,Estável
2026-05-23 23:50:12,3820,svchost.exe,,0.0,0.02,1.21,running,1d 14h 31min,4.69,Estável
2026-05-23 23:50:12,3856,OVRServiceLauncher.exe,,0.0,0.01,0.81,running,1d 14h 31min,6.0,Estável
2026-05-23 23:50:12,3868,svchost.exe,,0.0,0.05,3.62,running,1d 14h 31min,6.81,Estável
2026-05-23 23:50:12,3880,chrome.exe,JORTIEKE\ricar,0.0,0.05,3.55,running,0d 3h 30min,0.02,Estável
2026-05-23 23:50:12,3916,Code.exe,JORTIEKE\ricar,0.0,0.23,18.05,running,0d 0h 4min,0.04,Estável
2026-05-23 23:50:12,3972,svchost.exe,,0.0,0.05,3.78,running,1d 14h 31min,7.48,Estável
2026-05-23 23:50:13,4016,svchost.exe,,0.0,0.02,1.43,running,1d 14h 31min,6.46,Estável
2026-05-23 23:50:13,4092,svchost.exe,,0.0,0.03,2.17,running,1d 14h 31min,7.19,Estável
2026-05-23 23:50:13,4104,svchost.exe,,0.0,0.13,10.02,running,1d 14h 31min,7.15,Estável
2026-05-23 23:50:13,4128,powershell.exe,JORTIEKE\ricar,0.0,0.02,1.91,running,0d 0h 4min,0.02,Estável
2026-05-23 23:50:13,4232,svchost.exe,,0.0,0.06,4.58,running,1d 14h 31min,7.59,Estável
2026-05-23 23:50:13,4288,svchost.exe,,0.0,0.02,1.36,running,1d 14h 31min,6.73,Estável
2026-05-23 23:50:13,4308,taskhostw.exe,JORTIEKE\ricar,0.0,0.02,1.48,running,0d 3h 44min,0.03,Estável
2026-05-23 23:50:14,4312,ctfmon.exe,JORTIEKE\ricar,0.0,0.12,9.46,running,0d 3h 44min,0.06,Estável
2026-05-23 23:50:14,4416,spoolsv.exe,,0.0,0.02,1.43,running,1d 14h 31min,5.35,Estável
2026-05-23 23:50:14,4444,svchost.exe,,0.0,0.07,5.57,running,1d 14h 31min,4.87,Estável
2026-05-23 23:50:14,4480,AcerQAAgent.exe,,0.0,0.04,2.77,running,1d 14h 31min,5.28,Estável
2026-05-23 23:50:14,4512,svchost.exe,,0.0,0.02,1.89,running,1d 14h 31min,7.18,Estável
2026-05-23 23:50:14,4552,ShellHost.exe,JORTIEKE\ricar,0.0,0.02,1.54,running,0d 3h 27min,0.02,Estável
2026-05-23 23:50:14,4572,svchost.exe,,0.0,0.01,0.89,running,1d 14h 31min,5.99,Estável
2026-05-23 23:50:15,4604,AcerCentralService.exe,,0.0,0.04,3.06,running,1d 14h 31min,6.95,Estável
2026-05-23 23:50:15,4740,svchost.exe,,0.0,0.02,1.32,running,1d 14h 29min,5.44,Estável
2026-05-23 23:50:15,4756,svchost.exe,,0.0,0.13,9.89,running,1d 14h 31min,4.54,Estável
2026-05-23 23:50:15,4788,svchost.exe,,0.0,0.16,12.38,running,1d 14h 31min,4.74,Estável
2026-05-23 23:50:15,4836,RtkUWP.exe,JORTIEKE\ricar,0.0,0.0,0.01,stopped,0d 0h 22min,0.04,Estável
2026-05-23 23:50:15,4856,svchost.exe,,0.0,0.02,1.67,running,1d 14h 31min,4.9,Estável
2026-05-23 23:50:15,4892,svchost.exe,,0.0,0.15,11.52,running,1d 14h 31min,7.54,Estável
2026-05-23 23:50:16,4900,svchost.exe,,0.0,0.01,1.08,running,1d 14h 31min,6.79,Estável
2026-05-23 23:50:16,4908,svchost.exe,,0.0,0.0,0.06,running,1d 14h 31min,7.48,Estável
2026-05-23 23:50:16,4944,HPSIsvc.exe,,0.0,0.02,1.37,running,1d 14h 31min,5.27,Estável
2026-05-23 23:50:16,5000,AcerCCAgent.exe,,0.0,0.03,2.7,running,1d 14h 31min,7.25,Estável
2026-05-23 23:50:16,5088,nvcontainer.exe,,0.0,0.03,2.28,running,1d 14h 31min,8.88,Estável
2026-05-23 23:50:16,5096,ipf_uf.exe,,0.0,0.02,1.24,running,1d 14h 31min,7.32,Estável
2026-05-23 23:50:16,5104,DtsApo4Service.exe,,0.0,0.01,0.96,running,1d 14h 31min,7.66,Estável
2026-05-23 23:50:17,5112,AcerDIAgent.exe,,0.0,0.02,1.42,running,1d 14h 31min,7.62,Estável
2026-05-23 23:50:17,5124,mtkbtsvc.exe,,0.0,0.02,1.25,running,1d 14h 31min,6.42,Estável
2026-05-23 23:50:17,5160,IntelGraphicsSoftware.Service.exe,,0.0,0.03,2.71,running,1d 14h 31min,5.79,Estável
2026-05-23 23:50:17,5180,AcerLightingService.exe,,0.0,0.01,1.17,running,1d 14h 31min,6.16,Estável
2026-05-23 23:50:17,5188,ADESv2Svc.exe,,0.0,0.01,0.79,running,1d 14h 31min,7.79,Estável
2026-05-23 23:50:17,5220,AcerGAICameraService.exe,,0.0,0.01,0.8,running,1d 14h 31min,7.3,Estável
2026-05-23 23:50:17,5228,IntelAudioService.exe,,0.0,0.02,1.83,running,1d 14h 31min,6.75,Estável
2026-05-23 23:50:18,5244,DSAUpdateService.exe,,0.0,0.03,2.71,running,1d 14h 31min,5.43,Estável
2026-05-23 23:50:18,5252,DSAService.exe,,0.0,0.07,5.55,running,1d 14h 31min,8.71,Estável
2026-05-23 23:50:18,5268,armsvc.exe,,0.0,0.03,2.56,running,1d 14h 31min,6.66,Estável
2026-05-23 23:50:18,5304,esrv.exe,JORTIEKE\ricar,0.0,0.14,11.09,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:18,5324,AcerServiceWrapper.exe,,0.0,0.02,1.28,running,1d 14h 31min,6.38,Estável
2026-05-23 23:50:18,5408,ARTAimmxService.exe,,0.0,0.01,0.66,running,1d 14h 31min,6.72,Estável
2026-05-23 23:50:19,5416,AcerPixyService.exe,,0.0,0.04,2.77,running,1d 14h 31min,5.45,Estável
2026-05-23 23:50:19,5464,AcerSystemCentralService.exe,,0.0,0.02,1.51,running,1d 14h 31min,5.7,Estável
2026-05-23 23:50:19,5472,WMIRegistrationService.exe,,0.0,0.02,1.34,running,1d 14h 31min,6.63,Estável
2026-05-23 23:50:19,5480,jhi_service.exe,,0.0,0.01,0.78,running,1d 14h 31min,4.66,Estável
2026-05-23 23:50:19,5488,AAADSvc.exe,,0.0,0.01,0.61,running,1d 14h 31min,5.77,Estável
2026-05-23 23:50:19,5500,RtkAudUService64.exe,,0.0,0.02,1.68,running,1d 14h 31min,6.56,Estável
2026-05-23 23:50:19,5508,AcerEZService.exe,,0.0,0.09,6.73,running,1d 14h 31min,7.12,Estável
2026-05-23 23:50:20,5544,ipfsvc.exe,,0.0,0.03,2.15,running,1d 14h 31min,5.68,Estável
2026-05-23 23:50:20,5560,mysqld.exe,,0.0,0.01,1.04,running,1d 14h 31min,6.16,Estável
2026-05-23 23:50:20,5568,OfficeClickToRun.exe,,0.0,0.05,4.12,running,1d 14h 31min,6.24,Estável
2026-05-23 23:50:20,5768,mysqld.exe,,0.0,0.16,13.0,running,1d 14h 31min,6.15,Estável
2026-05-23 23:50:20,5828,AcerAgentService.exe,,0.0,0.01,1.12,running,1d 14h 31min,7.49,Estável
2026-05-23 23:50:20,6184,chrome.exe,JORTIEKE\ricar,0.0,1.68,132.34,running,0d 0h 1min,0.02,Estável
2026-05-23 23:50:20,6256,chrome.exe,JORTIEKE\ricar,0.0,0.05,4.32,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:20,6260,svchost.exe,,0.0,0.03,2.18,running,1d 14h 31min,6.9,Estável
2026-05-23 23:50:21,6308,Rterm.exe,JORTIEKE\ricar,0.0,0.32,24.88,running,0d 0h 4min,0.01,Estável
2026-05-23 23:50:21,6428,msedgewebview2.exe,JORTIEKE\ricar,0.0,0.02,1.72,running,0d 3h 42min,0.06,Estável
2026-05-23 23:50:21,6448,chrome.exe,JORTIEKE\ricar,0.0,2.18,172.31,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:21,6628,Code.exe,JORTIEKE\ricar,0.0,0.03,2.21,running,0d 3h 35min,0.02,Estável
2026-05-23 23:50:21,6748,AcerService.exe,,0.0,0.03,2.63,running,1d 14h 31min,6.48,Estável
2026-05-23 23:50:21,6780,Code.exe,JORTIEKE\ricar,0.0,5.32,419.69,running,0d 0h 4min,0.17,Estável
2026-05-23 23:50:21,6820,jusched.exe,JORTIEKE\ricar,0.0,0.0,0.08,running,0d 3h 43min,0.07,Estável
2026-05-23 23:50:21,6896,conhost.exe,,0.0,0.01,0.43,running,1d 14h 31min,6.25,Estável
2026-05-23 23:50:22,6936,conhost.exe,,0.0,0.01,0.41,running,1d 14h 31min,5.69,Estável
2026-05-23 23:50:22,7504,Rterm.exe,JORTIEKE\ricar,0.0,0.53,41.83,running,0d 0h 4min,0.01,Estável
2026-05-23 23:50:22,7536,esrv_svc.exe,,0.0,0.42,33.51,running,0d 8h 13min,5.76,Estável
2026-05-23 23:50:22,7636,svchost.exe,,0.0,0.12,9.27,running,1d 14h 31min,4.44,Estável
2026-05-23 23:50:22,7660,dasHost.exe,,0.0,0.02,1.19,running,1d 14h 31min,6.29,Estável
2026-05-23 23:50:22,7696,TabTip.exe,JORTIEKE\ricar,0.0,0.11,8.78,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:22,7860,svchost.exe,JORTIEKE\ricar,0.0,0.04,2.79,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:22,7940,WmiPrvSE.exe,,0.0,0.19,15.06,running,0d 0h 0min,4.77,Estável
2026-05-23 23:50:23,8040,R.exe,JORTIEKE\ricar,0.0,0.01,0.85,running,0d 0h 4min,0.02,Estável
2026-05-23 23:50:23,8276,msedgewebview2.exe,JORTIEKE\ricar,0.0,0.1,7.92,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:23,8320,SnippingTool.exe,JORTIEKE\ricar,0.0,0.01,1.14,running,0d 0h 48min,0.01,Estável
2026-05-23 23:50:23,8376,chrome.exe,JORTIEKE\ricar,0.0,0.49,38.86,running,0d 0h 2min,0.01,Estável
2026-05-23 23:50:23,8596,RuntimeBroker.exe,JORTIEKE\ricar,0.0,0.02,1.43,running,0d 0h 22min,0.01,Estável
2026-05-23 23:50:23,8660,PresentMonService.exe,,0.0,0.01,1.17,running,1d 14h 31min,4.94,Estável
2026-05-23 23:50:23,8672,conhost.exe,,0.0,0.01,0.57,running,1d 14h 31min,6.99,Estável
2026-05-23 23:50:23,8692,svchost.exe,,0.0,0.04,3.15,running,1d 14h 31min,7.11,Estável
2026-05-23 23:50:24,8732,chrome.exe,JORTIEKE\ricar,0.0,1.8,142.25,running,0d 0h 1min,0.02,Estável
2026-05-23 23:50:24,8828,winlogon.exe,,0.0,0.01,0.73,running,0d 5h 20min,5.8,Estável
2026-05-23 23:50:24,9068,svchost.exe,,0.0,0.01,1.04,running,1d 14h 29min,7.78,Estável
2026-05-23 23:50:24,9108,WmiPrvSE.exe,,0.0,0.08,6.11,running,1d 14h 31min,7.55,Estável
2026-05-23 23:50:24,9156,svchost.exe,,0.0,0.01,0.87,running,1d 14h 29min,6.08,Estável
2026-05-23 23:50:24,9256,cmd.exe,JORTIEKE\ricar,0.0,0.01,0.45,running,0d 0h 4min,0.02,Estável
2026-05-23 23:50:24,9580,MpDefenderCoreService.exe,,0.0,0.02,1.88,running,1d 14h 16min,6.53,Estável
2026-05-23 23:50:25,9832,audiodg.exe,,15.6,0.24,18.6,running,0d 0h 57min,0.01,Estável
2026-05-23 23:50:25,9968,nvcontainer.exe,JORTIEKE\ricar,0.0,0.17,13.05,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:25,10060,RtkAudUService64.exe,,0.0,0.02,1.8,running,0d 3h 44min,4.92,Estável
2026-05-23 23:50:25,10068,SecurityHealthSystray.exe,JORTIEKE\ricar,0.0,0.01,0.92,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:25,10204,svchost.exe,,0.0,0.01,1.16,running,1d 14h 31min,4.78,Estável
2026-05-23 23:50:25,10324,Code.exe,JORTIEKE\ricar,0.0,0.15,12.2,running,0d 3h 42min,0.02,Estável
2026-05-23 23:50:25,10588,svchost.exe,,0.0,0.04,3.11,running,1d 14h 31min,5.07,Estável
2026-05-23 23:50:25,10600,taskhostw.exe,JORTIEKE\ricar,0.0,0.03,2.43,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:26,10616,svchost.exe,,0.0,0.03,2.13,running,1d 14h 31min,5.61,Estável
2026-05-23 23:50:26,10636,NVIDIA Overlay.exe,JORTIEKE\ricar,0.0,0.12,9.71,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:26,10716,svchost.exe,,0.0,0.02,1.32,running,1d 14h 31min,5.52,Estável
2026-05-23 23:50:26,10724,svchost.exe,,0.0,0.02,1.55,running,1d 14h 31min,6.18,Estável
2026-05-23 23:50:26,10808,NgcIso.exe,,0.0,0.01,1.11,running,1d 14h 31min,5.67,Estável
2026-05-23 23:50:26,10968,Code.exe,JORTIEKE\ricar,0.0,0.21,16.35,running,0d 3h 42min,0.01,Estável
2026-05-23 23:50:26,11120,svchost.exe,,0.0,0.02,1.9,running,1d 14h 31min,6.92,Estável
2026-05-23 23:50:26,11152,svchost.exe,,0.0,0.01,0.95,running,1d 14h 31min,7.62,Estável
2026-05-23 23:50:27,11480,svchost.exe,,0.0,0.09,7.24,running,1d 14h 31min,6.48,Estável
2026-05-23 23:50:27,11500,wlanext.exe,,0.0,0.01,0.82,running,1d 14h 31min,6.27,Estável
2026-05-23 23:50:27,11508,svchost.exe,JORTIEKE\ricar,0.0,0.02,1.68,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:27,11860,msedgewebview2.exe,JORTIEKE\ricar,0.0,0.05,3.95,running,0d 3h 42min,0.05,Estável
2026-05-23 23:50:27,12020,CrossDeviceResume.exe,JORTIEKE\ricar,0.0,0.05,3.64,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:27,12092,AggregatorHost.exe,,0.0,0.04,3.09,running,1d 14h 31min,9.46,Estável
2026-05-23 23:50:27,12200,Widgets.exe,JORTIEKE\ricar,0.0,0.02,1.93,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:27,12236,dllhost.exe,JORTIEKE\ricar,0.0,0.02,1.79,running,0d 0h 4min,0.01,Estável
2026-05-23 23:50:28,12328,chrome.exe,JORTIEKE\ricar,0.0,3.38,266.49,running,0d 2h 40min,0.01,Estável
2026-05-23 23:50:28,12524,svchost.exe,,0.0,0.02,1.64,running,1d 14h 29min,5.02,Estável
2026-05-23 23:50:28,12584,OpenConsole.exe,JORTIEKE\ricar,0.0,0.01,1.18,running,0d 0h 4min,0.02,Estável
2026-05-23 23:50:28,12696,bash.exe,JORTIEKE\ricar,0.0,0.01,0.87,running,0d 3h 42min,0.03,Estável
2026-05-23 23:50:28,12752,NVDisplay.Container.exe,,0.0,0.06,4.59,running,0d 5h 20min,4.49,Estável
2026-05-23 23:50:28,13060,MySQLWorkbench.exe,JORTIEKE\ricar,0.0,0.13,10.27,running,0d 1h 52min,0.02,Estável
2026-05-23 23:50:28,13096,RuntimeBroker.exe,JORTIEKE\ricar,0.0,0.02,1.41,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:28,13176,RuntimeBroker.exe,JORTIEKE\ricar,0.0,0.04,3.3,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:29,13244,AcerSysMonitorService.exe,,0.0,0.01,1.08,running,1d 14h 31min,5.52,Estável
2026-05-23 23:50:29,13516,svchost.exe,JORTIEKE\ricar,0.0,0.04,2.8,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:29,13844,dllhost.exe,JORTIEKE\ricar,0.0,0.03,2.57,running,0d 0h 4min,0.02,Estável
2026-05-23 23:50:29,13856,explorer.exe,JORTIEKE\ricar,0.0,1.3,102.46,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:29,14136,R.exe,JORTIEKE\ricar,0.0,0.01,0.85,running,0d 0h 4min,0.01,Estável
2026-05-23 23:50:29,14256,python.exe,JORTIEKE\ricar,0.0,0.95,75.25,running,0d 0h 0min,0.02,Estável
2026-05-23 23:50:29,14296,msedgewebview2.exe,JORTIEKE\ricar,0.0,0.02,1.3,running,0d 3h 42min,0.04,Estável
2026-05-23 23:50:29,14548,powershell.exe,JORTIEKE\ricar,0.0,0.93,73.8,running,0d 0h 0min,0.01,Estável
2026-05-23 23:50:29,14948,svchost.exe,JORTIEKE\ricar,0.0,0.1,8.26,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:30,15128,chrome.exe,JORTIEKE\ricar,0.0,2.54,200.62,running,0d 3h 30min,0.07,Estável
2026-05-23 23:50:30,15132,OVRRedir.exe,,0.0,0.01,1.13,running,0d 3h 44min,5.2,Estável
2026-05-23 23:50:30,15224,node.exe,JORTIEKE\ricar,0.0,0.29,22.65,running,0d 0h 57min,0.02,Estável
2026-05-23 23:50:30,15380,Code.exe,JORTIEKE\ricar,0.0,1.1,87.16,running,0d 0h 4min,0.02,Estável
2026-05-23 23:50:30,15396,chrome.exe,JORTIEKE\ricar,0.0,1.92,151.73,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:30,15412,chrome.exe,JORTIEKE\ricar,0.0,0.04,3.15,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:30,15824,cmd.exe,JORTIEKE\ricar,0.0,0.0,0.04,running,0d 0h 57min,0.04,Estável
2026-05-23 23:50:30,15988,AppActions.exe,JORTIEKE\ricar,0.0,0.07,5.76,running,0d 3h 34min,0.02,Estável
2026-05-23 23:50:30,16024,unsecapp.exe,,0.0,0.03,2.23,running,0d 3h 44min,7.95,Estável
2026-05-23 23:50:31,16108,SearchIndexer.exe,,0.0,0.09,7.16,running,1d 14h 31min,5.8,Estável
2026-05-23 23:50:31,16208,AdobeCollabSync.exe,JORTIEKE\ricar,0.0,0.01,1.16,running,0d 2h 49min,0.05,Estável
2026-05-23 23:50:31,16400,chrome.exe,JORTIEKE\ricar,0.0,3.76,296.89,running,0d 3h 21min,0.01,Estável
2026-05-23 23:50:31,16512,AdobeCollabSync.exe,JORTIEKE\ricar,0.0,0.13,10.06,running,0d 2h 49min,0.02,Estável
2026-05-23 23:50:31,16588,unsecapp.exe,,0.0,0.02,1.86,running,1d 14h 31min,4.32,Estável
2026-05-23 23:50:31,16984,Code.exe,JORTIEKE\ricar,0.0,0.15,11.99,running,0d 3h 42min,0.02,Estável
2026-05-23 23:50:31,17036,sihost.exe,JORTIEKE\ricar,0.0,0.09,6.8,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:31,17076,OpenConsole.exe,JORTIEKE\ricar,0.0,0.13,10.48,running,0d 0h 0min,0.02,Estável
2026-05-23 23:50:32,17288,svchost.exe,,0.0,0.03,2.61,running,1d 14h 31min,5.67,Estável
2026-05-23 23:50:32,17364,AcerHardwareService.exe,,0.0,0.03,2.55,running,0d 3h 44min,6.63,Estável
2026-05-23 23:50:32,17448,ADESv2BW.exe,,0.0,0.01,0.62,running,0d 3h 44min,5.23,Estável
2026-05-23 23:50:32,17628,svchost.exe,,0.0,0.01,0.82,running,0d 3h 44min,5.48,Estável
2026-05-23 23:50:32,17748,SecurityHealthService.exe,,0.0,0.03,2.28,running,1d 14h 31min,7.6,Estável
2026-05-23 23:50:32,17760,svchost.exe,JORTIEKE\ricar,0.0,0.07,5.71,running,0d 3h 44min,0.01,Estável
2026-05-23 23:50:32,18028,msedgewebview2.exe,JORTIEKE\ricar,0.0,0.02,1.24,running,0d 3h 42min,0.01,Estável
2026-05-23 23:50:32,18492,svchost.exe,,0.0,0.03,2.3,running,1d 14h 29min,6.45,Estável
2026-05-23 23:50:33,18560,pet.exe,JORTIEKE\ricar,0.0,0.01,0.47,running,0d 0h 4min,0.02,Estável
2026-05-23 23:50:33,19020,dllhost.exe,JORTIEKE\ricar,0.0,0.02,1.39,running,0d 0h 4min,0.01,Estável
2026-05-23 23:50:33,19196,SearchHost.exe,JORTIEKE\ricar,0.0,0.07,5.31,running,0d 3h 44min,0.02,Estável
2026-05-23 23:50:33,19208,svchost.exe,,0.0,0.01,0.44,running,1d 14h 31min,5.27,Estável
2026-05-23 23:50:33,19600,smartscreen.exe,JORTIEKE\ricar,0.0,0.02,1.97,running,0d 0h 5min,0.01,Estável
2026-05-23 23:50:33,19604,svchost.exe,,0.0,0.04,3.25,running,1d 14h 31min,8.08,Estável
2026-05-23 23:50:33,19672,svchost.exe,,0.0,0.01,0.56,running,1d 14h 27min,8.64,Estável
