timestamp,cpu_percent,memory_available_gb,disk_usage_percent,swap_percent,iowait_percent,active_processes,net_bytes_sent,net_bytes_recv,latency_ms,packet_loss_percent,throughput_mbps,failed_connections,proc_adsb_cpu,proc_route_cpu,proc_db_cpu,active_flights,aircraft_connected,aircraft_broadcast_failures,routes_active,routes_without_update,adsb_update_rate,incident_count,incident_severity,recovery_time_minutes,uptime_percent,tickets_sold,passengers_impacted,delayed_flights,cancelled_flights,estimated_revenue_loss_brl,estimated_operational_cost_brl
2026-03-01 10:00:00,72.29,8.84,60.31,6.03,6.39,295,110256204,159881513,74.07,1.11,137.59,22,21.3,13.13,7.35,125,124,4,180,5,98.1,0,Low,0,100,16811,2126,10,1,230642.26,0.0
2026-03-01 11:00:00,67.02,9.84,60.33,6.15,4.85,226,176957045,191706761,65.74,0.82,182.92,10,21.74,16.27,10.21,118,116,2,166,3,99.01,0,Low,0,100,19917,786,5,0,222495.02,0.0
2026-03-01 12:00:00,66.78,11.88,60.34,6.23,5.81,237,97161654,117380760,67.06,0.83,121.28,19,23.22,16.8,11.53,117,112,4,149,2,98.95,0,Low,0,100,17225,418,2,0,58959.91,0.0
2026-03-01 13:00:00,70.68,9.81,60.37,6.36,3.6,290,360210349,384089070,62.63,0.48,319.91,6,23.85,17.3,12.31,130,126,1,161,3,98.2,0,Low,0,100,17248,369,3,0,38665.68,0.0
2026-03-01 14:00:00,63.31,10.27,60.4,6.47,5.15,280,214461189,198424642,64.92,0.92,195.05,12,17.44,17.14,10.27,123,114,3,160,7,98.86,0,Low,0,100,12650,1038,7,0,201381.82,0.0
2026-03-01 15:00:00,57.92,10.47,60.44,6.58,4.09,250,97209151,154073740,58.53,0.76,116.68,13,18.1,8.89,10.72,100,97,4,149,5,97.42,0,Low,0,100,9578,1133,6,1,322325.81,0.0
2026-03-01 16:00:00,75.18,9.36,60.46,6.71,5.62,311,219859144,208540808,70.26,0.67,186.99,4,26.99,12.8,12.66,119,109,2,163,6,98.23,0,Low,0,100,11959,1139,11,1,298033.02,0.0
2026-03-01 17:00:00,71.65,9.89,60.49,6.84,4.36,274,333902924,338335667,68.57,0.9,278.5,8,18.0,20.73,8.13,133,132,5,183,8,96.42,0,Low,0,100,14256,1111,8,1,454648.31,0.0
2026-03-01 18:00:00,69.39,11.43,60.53,6.93,5.09,304,283034811,417271078,66.42,0.72,334.73,5,24.05,19.04,9.17,138,135,2,178,4,98.15,0,Low,0,100,15875,1057,6,0,204701.92,0.0
2026-03-01 19:00:00,73.91,9.14,60.57,7.06,5.28,232,169386172,211580193,64.27,0.2,187.08,0,26.78,16.01,11.16,144,142,0,201,1,99.66,0,Low,0,100,24233,341,2,0,95430.18,0.0
2026-03-01 20:00:00,68.11,10.64,60.58,7.17,5.91,268,138748734,158709482,71.28,1.15,158.18,6,23.06,18.92,9.71,125,115,5,165,2,96.25,0,Low,0,100,12329,351,2,0,58124.91,0.0
2026-03-01 21:00:00,71.84,9.84,60.61,7.29,6.38,271,221555538,201709202,73.86,1.12,186.02,6,23.82,10.97,12.04,136,133,4,176,7,97.86,0,Low,0,100,16372,609,6,1,411562.17,0.0
2026-03-01 22:00:00,46.23,12.91,60.62,7.36,3.96,224,111309921,161957518,49.13,0.54,117.19,1,14.31,11.97,7.11,76,71,1,84,5,99.35,0,Low,0,100,12648,501,5,0,96903.32,0.0
2026-03-01 23:00:00,58.89,10.73,60.64,7.46,3.86,234,142602253,159837418,62.87,1.17,164.37,25,18.02,16.03,6.48,72,70,6,82,10,98.46,0,Low,0,100,7749,2059,12,0,227484.75,0.0
2026-03-02 00:00:00,55.59,11.93,60.68,7.54,3.9,259,106392456,165998778,54.34,0.51,124.58,9,16.69,12.48,10.94,80,76,2,117,1,99.31,0,Low,0,100,12819,174,1,0,12694.21,0.0
2026-03-02 01:00:00,47.9,10.87,60.7,7.65,3.68,230,112910872,124918853,51.44,0.72,129.86,16,16.87,10.24,7.58,77,73,1,86,6,99.21,0,Low,0,100,10557,1258,7,0,321957.6,0.0
2026-03-02 02:00:00,54.07,10.61,60.73,7.75,3.56,201,125322818,144642091,58.63,1.08,121.86,14,14.91,12.48,6.7,73,70,3,107,8,98.35,0,Low,0,100,12725,1224,11,2,557238.9,0.0
2026-03-02 03:00:00,47.33,11.45,60.77,7.84,3.48,222,195591166,211232912,50.05,0.64,164.14,14,11.87,14.07,7.44,68,66,2,78,1,98.7,0,Low,0,100,11610,0,0,0,0.0,0.0
2026-03-02 04:00:00,62.54,9.74,60.79,7.97,4.19,280,149331410,143040790,54.77,0.1,134.6,1,23.68,14.06,12.2,93,91,0,107,0,99.66,0,Low,0,100,16301,0,0,0,0.0,0.0
2026-03-02 05:00:00,59.77,11.43,60.81,8.06,5.96,224,155239182,162494363,56.12,0.13,134.95,0,23.54,14.44,7.79,104,102,0,147,0,99.87,0,Low,0,100,10518,0,0,0,0.0,0.0
2026-03-02 06:00:00,64.51,10.82,60.84,8.16,4.04,289,265533348,287404289,60.08,0.53,261.49,8,16.14,17.64,9.79,135,130,0,194,4,97.98,0,Low,0,100,22744,570,3,0,69741.38,0.0
2026-03-02 07:00:00,74.27,8.91,60.87,8.31,3.91,294,285017024,375334075,63.73,0.33,300.98,3,19.38,21.22,7.59,144,137,0,203,2,98.7,0,Low,0,100,21192,621,3,0,63675.17,0.0
2026-03-02 08:00:00,64.58,12.01,60.88,8.39,6.06,208,246017266,248378884,68.47,1.06,218.27,22,24.84,12.43,9.78,158,157,3,220,6,98.88,0,Low,0,100,15546,2161,12,0,284775.65,0.0
2026-03-02 09:00:00,74.33,9.58,60.91,8.51,3.9,232,195943997,306772995,64.4,0.4,236.8,9,28.67,20.11,11.19,148,140,0,180,3,98.55,0,Low,0,100,17312,763,5,0,67138.69,0.0
2026-03-02 10:00:00,62.35,10.31,60.92,8.63,4.9,243,250913844,216244630,63.48,0.87,216.64,11,24.41,10.15,12.21,118,111,1,147,4,98.98,0,Low,0,100,13937,1526,8,1,403349.53,0.0
2026-03-02 11:00:00,58.27,9.46,60.94,8.76,4.05,265,311095307,397630013,57.48,0.64,294.32,14,19.13,9.18,9.09,122,115,1,182,2,97.63,0,Low,0,100,16120,205,1,0,44850.53,0.0
2026-03-02 12:00:00,70.3,10.24,60.95,8.87,5.55,295,130834473,185112757,63.2,0.27,140.33,0,24.51,11.45,13.98,124,116,1,176,1,99.11,0,Low,0,100,22073,0,0,0,0.0,0.0
2026-03-02 13:00:00,71.54,8.65,60.96,9.02,4.6,238,116554110,188041324,69.86,1.0,142.34,13,19.74,13.44,9.67,120,115,5,155,9,98.25,0,Low,0,100,12693,3257,19,3,604077.26,0.0
2026-03-02 14:00:00,57.6,11.79,60.98,9.11,3.71,253,139742163,141266792,52.62,0.25,125.78,3,17.93,11.27,7.29,96,92,1,128,1,99.26,0,Low,0,100,14376,141,1,0,44183.27,0.0
2026-03-02 15:00:00,65.75,11.37,61.01,9.2,5.59,220,212389138,238620139,69.26,1.14,232.63,18,20.86,13.24,12.0,121,116,3,137,7,97.47,0,Low,0,100,12952,1872,10,2,512469.9,0.0
2026-03-02 16:00:00,65.94,10.22,61.02,9.31,4.54,242,246596712,324271176,64.99,0.86,269.97,18,23.77,11.05,8.94,122,112,3,163,6,96.67,0,Low,0,100,16508,1950,10,1,343902.35,0.0
2026-03-02 17:00:00,70.25,10.22,61.06,9.43,6.34,277,206394031,231727038,71.66,1.0,221.52,13,23.7,17.23,8.24,137,132,4,195,2,97.72,0,Low,0,100,16977,415,3,0,109630.15,0.0
2026-03-02 18:00:00,69.67,9.65,61.1,9.56,5.71,297,170914822,192979180,65.7,0.53,181.22,2,18.13,17.56,8.46,135,133,2,156,2,99.42,0,Low,0,100,20813,142,1,0,44261.95,0.0
2026-03-02 19:00:00,67.79,8.13,61.13,9.71,6.2,259,401448089,435977127,68.93,0.9,336.98,14,17.25,15.04,10.98,140,137,4,209,8,99.04,0,Low,0,100,22583,818,8,1,391464.35,0.0
2026-03-02 20:00:00,68.19,11.38,61.16,9.81,5.65,249,212374947,200672924,68.6,0.92,211.01,17,22.33,19.26,10.34,150,144,4,199,4,98.89,0,Low,0,100,16313,478,3,0,144422.2,0.0
2026-03-02 21:00:00,79.34,8.81,61.18,9.95,6.11,239,327163922,409490795,67.45,0.07,334.55,0,21.94,13.21,10.55,141,137,0,188,0,99.9,0,Low,0,100,19756,0,0,0,0.0,0.0
2026-03-02 22:00:00,57.42,12.13,61.2,10.03,5.29,201,142921646,204255545,60.84,0.85,159.51,8,19.84,8.93,9.86,67,64,1,91,6,98.74,0,Low,0,100,12040,1459,11,2,365227.39,0.0
2026-03-02 23:00:00,47.05,12.4,61.23,10.1,3.79,205,132941240,134967099,44.34,0.04,114.4,0,14.4,8.36,8.74,79,77,0,105,0,99.85,0,Low,0,100,14170,0,0,0,0.0,0.0
2026-03-03 00:00:00,63.93,10.98,61.27,10.2,4.01,229,280592655,301169879,60.46,0.61,236.89,2,17.92,17.03,8.38,95,94,1,135,2,97.63,0,Low,0,100,14373,383,2,0,30053.59,0.0
2026-03-03 01:00:00,65.95,11.31,61.29,10.29,5.78,213,96031055,115145597,66.72,0.85,118.9,3,21.84,12.89,11.51,89,82,4,131,4,98.34,0,Low,0,100,11302,736,7,0,254433.46,0.0
2026-03-03 02:00:00,63.32,9.42,61.3,10.43,3.64,200,114335982,107116412,65.34,1.19,100.26,12,23.94,16.61,6.5,88,82,1,122,6,95.72,0,Low,0,100,8698,1818,11,0,237749.39,0.0
2026-03-03 03:00:00,61.87,11.53,61.33,10.51,6.04,205,275413894,314058980,58.73,0.25,231.53,5,23.37,9.6,6.31,95,93,1,134,2,99.35,0,Low,0,100,16045,626,3,0,97473.8,0.0
2026-03-03 04:00:00,62.14,11.66,61.37,10.6,5.15,266,151956235,170444091,99.96,4.5,142.68,65,20.3,14.0,12.31,94,90,22,126,12,89.49,1,Medium,140,99.388,12590,2732,19,4,1393023.53,734395.19
2026-03-03 05:00:00,57.19,11.87,61.38,10.68,6.25,242,142236064,213528775,61.32,0.76,156.99,17,21.77,10.46,7.13,85,80,3,114,1,97.68,0,Low,0,100,7948,165,1,0,41399.14,0.0
2026-03-03 06:00:00,74.31,9.67,61.39,10.81,5.1,276,245394506,275471576,67.5,0.53,276.48,9,29.41,13.87,12.86,153,142,1,216,5,99.38,0,Low,0,100,19517,1510,7,1,369181.07,0.0
2026-03-03 07:00:00,82.25,9.97,61.42,10.93,5.73,323,182114359,228282652,74.68,0.67,168.22,4,22.84,14.32,11.82,147,140,2,201,2,97.63,0,Low,0,100,17701,606,3,0,95362.46,0.0
2026-03-03 08:00:00,73.32,9.3,61.43,11.06,6.07,297,377632864,430032741,64.12,0.1,344.0,2,27.51,15.97,14.21,141,134,0,162,1,99.76,0,Low,0,100,15065,152,1,0,36619.15,0.0
2026-03-03 09:00:00,69.8,10.39,61.46,11.18,6.42,208,267168490,307070572,69.49,0.8,240.46,16,24.31,20.93,10.39,143,132,4,162,2,97.73,0,Low,0,100,23712,308,3,0,78929.18,0.0
2026-03-03 10:00:00,53.42,12.36,61.48,11.25,5.05,249,112547070,183104088,53.83,0.42,131.02,1,14.29,14.32,6.5,91,89,2,135,1,99.36,0,Low,0,100,8223,204,1,0,49058.01,0.0
2026-03-03 11:00:00,60.1,11.86,61.51,11.33,5.07,202,168673385,183104286,55.06,0.14,167.3,2,23.83,14.27,8.88,93,90,0,113,1,99.81,0,Low,0,100,13599,197,1,0,32331.08,0.0
2026-03-03 12:00:00,65.46,9.89,61.55,11.45,5.56,215,216697445,313333177,66.51,0.89,234.78,11,16.77,14.73,11.31,114,107,5,161,4,97.77,0,Low,0,100,20398,400,3,0,55878.81,0.0
2026-03-03 13:00:00,67.4,10.14,61.56,11.57,5.75,249,303620122,325829596,68.81,0.97,285.6,3,19.42,10.13,10.74,124,120,5,146,7,98.73,0,Low,0,100,15944,1109,8,0,208912.87,0.0
2026-03-03 14:00:00,58.51,11.53,61.59,11.66,4.81,229,115422621,161747015,62.09,0.98,141.52,19,19.42,10.82,10.47,109,104,3,125,8,96.83,0,Low,0,100,10250,1454,7,0,238170.59,0.0
2026-03-03 15:00:00,60.41,9.9,61.62,11.78,5.94,212,214628459,323411936,64.27,0.91,233.08,16,16.92,10.62,9.59,99,93,3,121,2,97.89,0,Low,0,100,9086,303,2,0,39674.06,0.0
2026-03-03 16:00:00,63.98,13.6,61.64,11.83,6.11,208,84998718,130812937,65.18,0.76,104.34,15,22.71,19.0,10.08,104,101,4,118,4,97.66,0,Low,0,100,9497,330,3,0,104791.57,0.0
2026-03-03 17:00:00,75.34,9.99,61.65,11.95,3.9,270,206265696,221493231,65.1,0.41,181.43,8,22.54,12.04,9.05,153,144,1,227,1,99.22,0,Low,0,100,17170,208,1,0,25737.57,0.0
2026-03-03 18:00:00,71.09,9.98,61.69,12.07,5.78,311,322944522,347224426,70.55,0.92,303.61,8,20.6,16.43,14.09,140,132,2,192,8,97.2,0,Low,0,100,22090,2025,11,1,292446.05,0.0
2026-03-03 19:00:00,65.77,9.15,61.72,12.21,5.43,263,207583228,236849648,66.12,0.85,252.46,10,22.44,13.3,11.23,131,127,1,168,2,98.82,0,Low,0,100,16021,298,2,0,86180.6,0.0
2026-03-03 20:00:00,61.61,11.4,61.75,12.3,4.13,258,239243906,409406809,54.08,0.09,292.5,1,20.87,13.35,11.28,126,116,0,186,0,99.79,0,Low,0,100,21457,0,0,0,0.0,0.0
2026-03-03 21:00:00,69.0,10.06,61.77,12.42,4.62,213,251284052,252327899,66.46,0.81,214.56,11,26.77,19.96,9.15,130,128,3,160,6,97.93,0,Low,0,100,19309,2017,10,1,434731.0,0.0
2026-03-03 22:00:00,56.35,11.98,61.79,12.5,6.13,190,107385569,114550016,60.83,0.78,100,7,15.93,13.64,7.93,66,62,0,91,6,97.19,0,Low,0,100,7783,998,9,0,185948.44,0.0
2026-03-03 23:00:00,42.87,11.42,61.81,12.59,5.36,220,217026177,231089146,52.07,0.83,183.91,13,16.44,11.75,6.58,81,78,1,90,5,97.77,0,Low,0,100,12881,1221,9,1,192026.07,0.0
2026-03-04 00:00:00,46.28,11.53,61.83,12.68,6.3,229,126051176,102009991,55.93,0.87,110.95,12,12.34,7.26,7.72,85,84,4,114,7,98.22,0,Low,0,100,9802,1206,6,0,107994.42,0.0
2026-03-04 01:00:00,60.06,10.35,61.85,12.79,5.45,222,171157626,170704808,56.48,0.23,180.61,0,19.9,14.74,10.69,83,82,0,121,1,99.25,0,Low,0,100,9272,105,1,0,13672.69,0.0
2026-03-04 02:00:00,57.84,12.23,61.86,12.87,5.95,212,199917203,195354868,59.9,0.63,200.08,3,16.13,14.49,10.01,96,89,0,136,2,98.13,0,Low,0,100,10743,342,2,0,66640.96,0.0
2026-03-04 03:00:00,48.73,10.85,61.89,12.97,4.5,181,88299930,104897179,57.94,1.19,100,16,16.91,12.13,5.36,78,73,6,89,4,97.76,0,Low,0,100,10329,966,7,1,310648.72,0.0
2026-03-04 04:00:00,55.48,12.31,61.91,13.05,5.67,249,128665098,181344183,60.27,0.85,151.4,16,14.13,10.82,10.31,98,90,2,125,5,98.39,0,Low,0,100,16713,1246,6,0,227576.01,0.0
2026-03-04 05:00:00,58.82,13.0,61.92,13.11,6.05,194,93953354,134298793,93.43,3.91,111.47,29,17.15,14.27,8.77,96,90,16,138,22,85.08,2,Medium,202,98.77,13309,5523,34,0,642040.68,1100296.56
2026-03-04 06:00:00,80.95,8.42,61.95,13.26,5.75,301,136316483,150926977,71.71,0.45,152.86,3,25.95,20.1,8.36,150,149,1,218,3,98.92,0,Low,0,100,16030,990,6,0,179065.74,0.0
2026-03-04 07:00:00,67.17,12.27,61.96,13.33,6.1,258,215283662,325730023,64.53,0.51,240.21,6,26.32,14.0,6.84,143,137,2,180,2,98.44,0,Low,0,100,14685,361,2,0,91577.58,0.0
2026-03-04 08:00:00,71.55,10.09,61.98,13.45,4.77,239,323657404,284378886,67.74,0.77,270.34,12,27.36,14.6,9.67,145,142,2,176,4,99.05,0,Low,0,100,20821,1050,6,0,249386.01,0.0
2026-03-04 09:00:00,80.73,10.57,62.01,13.56,5.09,236,270028722,319386744,69.82,0.37,331.62,3,22.82,21.06,13.79,148,139,0,182,1,98.61,0,Low,0,100,20119,160,1,0,26564.47,0.0
2026-03-04 10:00:00,65.66,10.72,62.02,13.67,3.67,236,130129776,149518498,61.25,0.63,146.92,14,24.22,19.52,8.81,130,124,2,158,2,97.75,0,Low,0,100,13122,751,4,0,134012.46,0.0
2026-03-04 11:00:00,62.87,10.37,62.05,13.78,3.57,271,232181759,252882455,61.46,0.84,195.09,12,17.51,11.16,9.98,117,110,1,149,3,96.92,0,Low,0,100,14535,510,5,1,242710.16,0.0
2026-03-04 12:00:00,68.45,9.94,62.08,13.9,6.4,257,270751978,298764266,67.1,0.64,260.14,13,19.93,17.33,10.41,123,115,2,158,2,99.12,0,Low,0,100,11091,200,1,0,48704.88,0.0
2026-03-04 13:00:00,66.8,9.88,62.1,14.02,5.66,283,256241044,337010298,64.35,0.58,262.92,2,21.4,10.84,7.73,124,123,0,166,1,98.77,0,Low,0,100,17672,391,2,0,70365.29,0.0
2026-03-04 14:00:00,70.4,9.88,62.12,14.14,3.91,301,208691091,159426495,59.98,0.19,176.32,1,20.96,15.17,11.13,111,106,0,152,1,99.57,0,Low,0,100,19233,100,1,0,22625.33,0.0
2026-03-04 15:00:00,65.21,10.73,62.15,14.25,6.17,203,147845816,171461441,62.19,0.38,176.37,2,18.59,10.24,10.14,109,106,2,139,3,99.11,0,Low,0,100,16821,801,4,0,191357.55,0.0
2026-03-04 16:00:00,59.82,10.5,62.17,14.36,5.42,207,121620657,148011137,64.68,1.07,107.65,16,19.41,11.78,6.05,105,99,1,143,10,95.96,0,Low,0,100,15123,1913,10,1,371093.43,0.0
2026-03-04 17:00:00,73.9,9.48,62.18,14.49,4.85,219,216880214,316399701,69.98,0.84,270.2,6,28.57,14.18,12.97,149,141,4,185,3,97.15,0,Low,0,100,25959,568,4,0,186098.24,0.0
2026-03-04 18:00:00,76.0,9.81,62.21,14.61,4.45,320,422747475,453684541,64.2,0.19,384.76,1,28.17,11.66,8.56,157,156,0,223,1,99.56,0,Low,0,100,20824,198,1,0,32881.94,0.0
2026-03-04 19:00:00,70.83,10.16,62.22,14.73,5.14,210,210590442,318460016,61.0,0.08,258.71,1,25.14,13.81,12.52,140,135,0,186,0,99.7,0,Low,0,100,20836,0,0,0,0.0,0.0
2026-03-04 20:00:00,65.95,11.85,62.25,14.81,5.42,234,138014241,202597283,68.26,1.06,151.48,23,20.01,10.07,12.97,119,112,1,161,8,96.04,0,Low,0,100,16351,2501,12,2,401338.52,0.0
2026-03-04 21:00:00,77.35,9.95,62.28,14.93,4.1,283,163108422,161988202,102.75,4.02,158.06,15,25.75,16.21,10.27,125,119,12,137,33,88.21,1,Medium,40,97.932,15422,9643,44,4,2189214.55,201633.11
2026-03-04 22:00:00,57.78,11.8,62.3,15.02,3.84,209,242497559,239978238,59.11,0.87,233.88,15,19.63,15.59,7.04,97,93,2,120,4,98.1,0,Low,0,100,9925,1591,8,0,136845.43,0.0
2026-03-04 23:00:00,47.57,12.67,62.32,15.09,5.88,215,111180223,120176034,52.52,0.52,100,11,12.72,7.15,6.21,65,63,1,72,3,98.02,0,Low,0,100,9940,749,4,0,187099.89,0.0
2026-03-05 00:00:00,53.51,12.91,62.35,15.15,3.78,203,161728111,240209810,47.83,0.01,193.83,0,14.74,9.29,9.96,93,88,0,139,0,99.98,0,Low,0,100,13412,0,0,0,0.0,0.0
2026-03-05 01:00:00,55.41,10.1,62.39,15.26,6.43,207,107381740,122963676,64.06,1.12,112.87,12,19.75,15.86,9.84,76,74,6,90,10,98.62,0,Low,0,100,7119,3597,18,0,230111.34,0.0
2026-03-05 02:00:00,53.63,11.53,62.42,15.35,5.02,230,183154405,213879462,50.24,0.05,194.36,1,13.95,15.51,10.36,78,73,0,89,0,99.94,0,Low,0,100,7820,0,0,0,0.0,0.0
2026-03-05 03:00:00,61.74,9.99,62.45,15.47,5.05,226,193802563,194810739,62.5,0.79,176.21,18,21.96,15.6,11.09,90,88,0,126,2,98.01,0,Low,0,100,9072,372,3,0,139743.47,0.0
2026-03-05 04:00:00,60.89,11.5,62.48,15.56,5.97,241,254248940,267717857,66.14,1.06,219.79,4,21.44,15.7,9.88,100,99,3,132,8,96.3,0,Low,0,100,16449,1461,8,1,480470.11,0.0
2026-03-05 05:00:00,56.84,11.11,62.49,15.66,5.78,266,222006508,183810683,53.46,0.07,198.67,1,17.81,16.8,7.81,98,93,0,117,0,99.74,0,Low,0,100,14683,0,0,0,0.0,0.0
2026-03-05 06:00:00,70.82,8.8,62.51,15.81,4.57,283,158765427,174552598,68.17,0.88,189.61,16,24.06,15.52,10.12,139,135,3,184,1,97.36,0,Low,0,100,23295,344,2,0,84313.85,0.0
2026-03-05 07:00:00,73.5,13.11,62.52,15.86,3.87,301,294772756,306339865,70.14,1.02,278.71,19,21.63,13.24,11.6,145,136,2,173,5,96.69,0,Low,0,100,22781,1295,9,1,322549.05,0.0
2026-03-05 08:00:00,63.52,10.01,62.55,15.98,4.54,230,273997925,307245990,64.0,0.91,276.34,3,23.57,11.18,10.75,139,136,4,180,5,98.31,0,Low,0,100,18703,900,8,0,285887.06,0.0
2026-03-05 09:00:00,78.05,9.52,62.59,16.11,6.02,298,239186774,332043941,77.17,1.13,272.67,3,30.4,20.38,15.3,163,158,1,199,3,98.16,0,Low,0,100,17299,951,5,0,115458.07,0.0
2026-03-05 10:00:00,63.59,11.14,62.6,16.21,5.87,213,163640472,217189524,56.97,0.0,189.72,0,23.58,13.37,10.06,113,109,0,142,0,100.0,0,Low,0,100,11308,0,0,0,0.0,0.0
2026-03-05 11:00:00,74.61,9.81,62.62,16.33,4.14,275,149203970,196625196,70.02,0.9,142.71,6,20.01,20.49,9.48,122,117,2,136,7,97.21,0,Low,0,100,13192,2152,11,2,636075.57,0.0
2026-03-05 12:00:00,63.6,11.34,62.65,16.43,5.14,290,209531003,260318351,66.19,1.03,242.49,9,24.93,14.38,10.5,137,131,1,204,2,98.61,0,Low,0,100,16919,268,2,0,74118.19,0.0
2026-03-05 13:00:00,71.08,8.62,62.67,16.58,4.01,294,213922608,204023431,64.24,0.56,207.95,6,20.45,12.24,10.41,130,123,0,160,1,98.8,0,Low,0,100,15864,200,1,0,27130.0,0.0
2026-03-05 14:00:00,62.99,11.45,62.69,16.67,3.78,202,314408743,332562237,63.07,0.96,273.41,21,18.19,11.41,7.14,112,104,2,149,6,97.45,0,Low,0,100,20020,1522,11,2,486336.27,0.0
2026-03-05 15:00:00,65.05,10.51,62.73,16.78,5.75,257,295702606,323575240,59.89,0.22,283.28,5,20.43,11.26,7.97,114,109,1,153,0,99.27,0,Low,0,100,10901,0,0,0,0.0,0.0
2026-03-05 16:00:00,71.11,9.34,62.76,16.91,6.26,240,137885097,142897955,70.43,0.84,122.01,19,22.85,20.86,13.91,111,103,4,162,4,97.16,0,Low,0,100,10302,333,3,0,81665.1,0.0
2026-03-05 17:00:00,71.67,11.12,62.77,17.01,4.57,295,210962552,206605293,62.26,0.24,222.32,3,23.65,10.97,11.52,148,137,0,221,0,99.37,0,Low,0,100,22597,0,0,0,0.0,0.0
2026-03-05 18:00:00,78.64,10.2,62.8,17.12,3.71,219,181978888,240508693,72.94,1.02,178.83,3,29.48,14.43,13.3,161,155,4,203,3,96.98,0,Low,0,100,21432,1069,6,0,225423.22,0.0
2026-03-05 19:00:00,77.02,11.18,62.84,17.22,4.56,288,277402458,304835150,71.74,0.87,288.35,4,21.82,17.41,9.93,137,135,3,164,5,97.32,0,Low,0,100,20398,1818,10,2,380956.82,0.0
2026-03-05 20:00:00,58.02,11.63,62.85,17.31,5.73,241,104113676,139453817,62.05,0.86,128.7,6,22.64,16.19,7.9,125,123,2,160,5,97.32,0,Low,0,100,19555,797,4,0,113512.24,0.0
2026-03-05 21:00:00,68.74,10.17,62.88,17.42,5.87,214,164986424,227888696,68.28,0.82,193.28,16,23.01,18.86,8.69,125,124,1,152,7,97.85,0,Low,0,100,21183,1009,5,1,377029.44,0.0
2026-03-05 22:00:00,65.05,10.42,62.91,17.53,5.7,212,209071789,277765371,66.19,0.86,215.04,8,20.18,17.79,12.42,87,85,2,129,6,97.05,0,Low,0,100,8053,892,5,0,145103.2,0.0
2026-03-05 23:00:00,46.91,10.7,62.93,17.64,5.51,223,161568461,159308339,48.12,0.17,152.84,3,15.99,13.33,4.73,68,64,0,84,1,99.81,0,Low,0,100,7685,289,2,0,33871.06,0.0
2026-03-06 00:00:00,53.44,11.16,62.96,17.74,4.46,253,195465692,214255718,50.61,0.19,193.69,1,17.64,13.29,6.78,82,79,0,97,0,99.28,0,Low,0,100,10446,0,0,0,0.0,0.0
2026-03-06 01:00:00,60.53,11.35,62.97,17.83,4.38,251,126709608,129575323,63.35,1.05,108.31,25,20.93,13.34,11.97,79,78,5,104,7,97.26,0,Low,0,100,10981,1749,8,0,119457.52,0.0
