timestamp,pid,nome,usuario,cpu_percent,ram_percent,ram_mb,latency_ms,status,uptime
2026-03-16 06:48:00,4432,flight_plan_manager,srv_sagitario,7.6,20.0,750,32,running,12d 9h
2026-03-16 06:48:00,7685,traffic_control_gui,leticia,0.0,0.2,69,0,stopped,23d 9h
2026-03-16 06:48:00,1102,ops_reporting_srv,srv_sagitario,2.0,4.0,24,9,sleeping,30d 21h
2026-03-16 06:48:00,5567,network_sync_gateway,root,1.8,1.7,74,4,sleeping,9d 9h
2026-03-16 06:48:00,2234,security_auth_srv,root,1.4,1.4,344,8,sleeping,17d 15h
2026-03-16 06:48:00,3341,log_collector,srv_sagitario,1.8,0.5,344,13,sleeping,27d 8h
2026-03-16 06:48:00,4456,alert_generator,srv_sagitario,0.7,1.0,154,5,sleeping,24d 14h
2026-03-16 06:48:00,5578,historical_archiver,srv_sagitario,0.9,0.3,58,4,sleeping,18d 1h
2026-03-16 06:48:00,1123,backup_engine,root,16.7,12.3,335,19,running,10d 11h
2026-03-16 06:48:00,2245,audit_service,root,20.9,20.3,680,12,running,22d 7h
2026-03-16 06:48:00,8876,maintenance_shell,leticia,0.0,1.0,45,0,stopped,25d 17h
2026-03-16 06:49:00,3456,proc_asm,srv_sagitario,0.8,3.8,99,7,sleeping,28d 5h
2026-03-16 06:49:00,1234,proc_correlation,srv_sagitario,1.6,5.3,32,5,sleeping,24d 10h
2026-03-16 06:49:00,9921,proc_db,db_admin,0.8,4.1,147,8,sleeping,6d 22h
2026-03-16 06:49:00,8854,radar_data_ingestion,srv_sagitario,22.4,8.8,1192,40,running,12d 9h
2026-03-16 06:49:00,4432,flight_plan_manager,srv_sagitario,1.7,1.5,118,12,sleeping,11d 8h
2026-03-16 06:49:00,7685,traffic_control_gui,leticia,0.0,1.3,98,0,stopped,9d 11h
2026-03-16 06:49:00,1102,ops_reporting_srv,srv_sagitario,0.8,5.9,294,10,sleeping,1d 3h
2026-03-16 06:49:00,5567,network_sync_gateway,root,10.2,21.4,793,47,running,2d 3h
2026-03-16 06:49:00,2234,security_auth_srv,root,0.7,4.8,243,3,sleeping,13d 18h
2026-03-16 06:49:00,3341,log_collector,srv_sagitario,0.1,2.7,286,6,sleeping,12d 13h
2026-03-16 06:49:00,4456,alert_generator,srv_sagitario,1.3,2.1,180,3,sleeping,24d 9h
2026-03-16 06:49:00,5578,historical_archiver,srv_sagitario,1.3,2.1,171,4,sleeping,7d 13h
2026-03-16 06:49:00,1123,backup_engine,root,0.8,4.5,109,9,sleeping,13d 17h
2026-03-16 06:49:00,2245,audit_service,root,11.1,12.3,1437,23,running,20d 20h
2026-03-16 06:49:00,8876,maintenance_shell,leticia,0.0,0.5,56,0,stopped,15d 21h
2026-03-16 06:50:00,3456,proc_asm,srv_sagitario,14.5,16.2,831,20,running,17d 21h
2026-03-16 06:50:00,1234,proc_correlation,srv_sagitario,0.7,4.9,140,9,sleeping,8d 6h
2026-03-16 06:50:00,9921,proc_db,db_admin,5.9,15.4,399,40,running,15d 13h
2026-03-16 06:50:00,8854,radar_data_ingestion,srv_sagitario,1.2,4.4,216,15,sleeping,13d 7h
2026-03-16 06:50:00,4432,flight_plan_manager,srv_sagitario,18.8,18.2,698,16,running,6d 22h
2026-03-16 06:50:00,7685,traffic_control_gui,leticia,0.0,0.8,6,0,stopped,18d 7h
2026-03-16 06:50:00,1102,ops_reporting_srv,srv_sagitario,7.4,18.6,1617,18,running,17d 17h
2026-03-16 06:50:00,5567,network_sync_gateway,root,1.9,5.4,333,13,sleeping,27d 17h
2026-03-16 06:50:00,2234,security_auth_srv,root,0.3,5.2,250,8,sleeping,25d 7h
2026-03-16 06:50:00,3341,log_collector,srv_sagitario,10.5,13.2,739,43,running,9d 14h
2026-03-16 06:50:00,4456,alert_generator,srv_sagitario,0.6,1.8,183,2,sleeping,5d 4h
2026-03-16 06:50:00,5578,historical_archiver,srv_sagitario,1.4,4.3,52,13,sleeping,14d 10h
2026-03-16 06:50:00,1123,backup_engine,root,0.8,1.4,235,12,sleeping,29d 18h
2026-03-16 06:50:00,2245,audit_service,root,5.4,11.5,262,46,running,12d 9h
2026-03-16 06:50:00,8876,maintenance_shell,leticia,0.0,1.1,53,0,stopped,18d 23h
2026-03-16 06:51:00,3456,proc_asm,srv_sagitario,1.6,5.4,269,7,sleeping,9d 13h
2026-03-16 06:51:00,1234,proc_correlation,srv_sagitario,12.8,17.3,1207,35,running,30d 4h
2026-03-16 06:51:00,9921,proc_db,db_admin,1.1,5.5,323,0,sleeping,3d 20h
2026-03-16 06:51:00,8854,radar_data_ingestion,srv_sagitario,22.3,5.9,1026,21,running,11d 6h
2026-03-16 06:51:00,4432,flight_plan_manager,srv_sagitario,11.8,9.7,1113,34,running,9d 2h
2026-03-16 06:51:00,7685,traffic_control_gui,leticia,0.0,0.7,95,0,stopped,18d 1h
2026-03-16 06:51:00,1102,ops_reporting_srv,srv_sagitario,12.0,18.3,1584,14,running,2d 0h
2026-03-16 06:51:00,5567,network_sync_gateway,root,9.0,15.6,738,11,running,5d 15h
2026-03-16 06:51:00,2234,security_auth_srv,root,1.1,1.5,151,11,sleeping,6d 19h
2026-03-16 06:51:00,3341,log_collector,srv_sagitario,1.5,0.9,103,9,sleeping,4d 18h
2026-03-16 06:51:00,4456,alert_generator,srv_sagitario,0.6,4.1,212,12,sleeping,23d 6h
2026-03-16 06:51:00,5578,historical_archiver,srv_sagitario,1.4,3.8,72,9,sleeping,28d 21h
2026-03-16 06:51:00,1123,backup_engine,root,0.2,5.9,41,11,sleeping,18d 13h
2026-03-16 06:51:00,2245,audit_service,root,0.1,4.0,26,13,sleeping,27d 15h
2026-03-16 06:51:00,8876,maintenance_shell,leticia,0.0,0.2,46,0,stopped,21d 14h
2026-03-16 06:52:00,3456,proc_asm,srv_sagitario,0.9,4.5,158,15,sleeping,15d 13h
2026-03-16 06:52:00,1234,proc_correlation,srv_sagitario,1.2,2.1,145,2,sleeping,9d 14h
2026-03-16 06:52:00,9921,proc_db,db_admin,14.3,16.4,938,49,running,1d 15h
2026-03-16 06:52:00,8854,radar_data_ingestion,srv_sagitario,0.4,1.4,152,10,sleeping,9d 19h
2026-03-16 06:52:00,4432,flight_plan_manager,srv_sagitario,0.6,0.3,117,2,sleeping,8d 23h
2026-03-16 06:52:00,7685,traffic_control_gui,leticia,0.0,0.6,71,0,stopped,25d 7h
2026-03-16 06:52:00,1102,ops_reporting_srv,srv_sagitario,1.3,3.0,28,2,sleeping,10d 7h
2026-03-16 06:52:00,5567,network_sync_gateway,root,0.5,4.1,208,15,sleeping,18d 16h
2026-03-16 06:52:00,2234,security_auth_srv,root,2.0,3.4,200,14,sleeping,9d 9h
2026-03-16 06:52:00,3341,log_collector,srv_sagitario,0.2,1.3,81,5,sleeping,7d 6h
2026-03-16 06:52:00,4456,alert_generator,srv_sagitario,0.6,3.6,288,9,sleeping,4d 6h
2026-03-16 06:52:00,5578,historical_archiver,srv_sagitario,0.7,2.0,293,4,sleeping,9d 1h
2026-03-16 06:52:00,1123,backup_engine,root,16.1,15.8,1791,18,running,16d 3h
2026-03-16 06:52:00,2245,audit_service,root,16.5,13.1,947,40,running,6d 1h
2026-03-16 06:52:00,8876,maintenance_shell,leticia,0.0,0.4,61,0,stopped,4d 2h
2026-03-16 06:53:00,3456,proc_asm,srv_sagitario,36.0,14.8,1655,59,running,2d 4h
2026-03-16 06:53:00,1234,proc_correlation,srv_sagitario,26.0,6.4,758,88,running,4d 17h
2026-03-16 06:53:00,9921,proc_db,db_admin,50.6,18.2,1029,78,running,15d 14h
2026-03-16 06:53:00,8854,radar_data_ingestion,srv_sagitario,31.9,10.2,1521,104,running,2d 19h
2026-03-16 06:53:00,4432,flight_plan_manager,srv_sagitario,58.4,21.1,675,62,running,21d 6h
2026-03-16 06:53:00,7685,traffic_control_gui,leticia,23.2,8.0,403,80,running,6d 0h
2026-03-16 06:53:00,1102,ops_reporting_srv,srv_sagitario,47.6,10.0,724,110,running,10d 22h
2026-03-16 06:53:00,5567,network_sync_gateway,root,54.4,16.7,791,59,running,26d 20h
2026-03-16 06:53:00,2234,security_auth_srv,root,1.6,1.3,78,7,sleeping,21d 4h
2026-03-16 06:53:00,3341,log_collector,srv_sagitario,1.7,0.6,104,9,sleeping,20d 23h
2026-03-16 06:53:00,4456,alert_generator,srv_sagitario,1.8,2.7,259,9,sleeping,23d 12h
2026-03-16 06:53:00,5578,historical_archiver,srv_sagitario,1.0,3.1,61,1,sleeping,29d 13h
2026-03-16 06:53:00,1123,backup_engine,root,1.2,0.4,137,0,sleeping,25d 21h
2026-03-16 06:53:00,2245,audit_service,root,1.2,4.6,109,15,sleeping,17d 20h
2026-03-16 06:53:00,8876,maintenance_shell,leticia,0.0,0.7,35,0,stopped,6d 18h
2026-03-16 06:54:00,3456,proc_asm,srv_sagitario,37.4,21.5,1212,112,running,12d 13h
2026-03-16 06:54:00,1234,proc_correlation,srv_sagitario,33.3,19.6,925,63,running,14d 22h
2026-03-16 06:54:00,9921,proc_db,db_admin,39.8,18.8,1376,101,running,2d 14h
2026-03-16 06:54:00,8854,radar_data_ingestion,srv_sagitario,23.5,10.5,1077,82,running,28d 16h
2026-03-16 06:54:00,4432,flight_plan_manager,srv_sagitario,53.0,16.2,1361,50,running,15d 13h
2026-03-16 06:54:00,7685,traffic_control_gui,leticia,40.7,15.6,355,113,running,7d 8h
2026-03-16 06:54:00,1102,ops_reporting_srv,srv_sagitario,57.1,20.0,1242,106,running,4d 0h
2026-03-16 06:54:00,5567,network_sync_gateway,root,1.2,1.6,101,9,sleeping,18d 0h
2026-03-16 06:54:00,2234,security_auth_srv,root,0.2,6.0,78,14,sleeping,4d 20h
2026-03-16 06:54:00,3341,log_collector,srv_sagitario,1.0,4.4,280,8,sleeping,14d 15h
2026-03-16 06:54:00,4456,alert_generator,srv_sagitario,0.5,3.4,216,6,sleeping,30d 19h
2026-03-16 06:54:00,5578,historical_archiver,srv_sagitario,55.2,9.7,1099,58,running,11d 16h
2026-03-16 06:54:00,1123,backup_engine,root,20.1,19.2,1437,88,running,22d 15h
2026-03-16 06:54:00,2245,audit_service,root,0.9,3.0,190,12,sleeping,15d 10h
2026-03-16 06:54:00,8876,maintenance_shell,leticia,0.0,1.3,89,0,stopped,8d 18h
2026-03-16 06:55:00,3456,proc_asm,srv_sagitario,35.3,5.7,1775,102,running,16d 22h
2026-03-16 06:55:00,1234,proc_correlation,srv_sagitario,56.5,11.6,1609,98,running,26d 20h
2026-03-16 06:55:00,9921,proc_db,db_admin,59.2,21.4,508,113,running,17d 18h
2026-03-16 06:55:00,8854,radar_data_ingestion,srv_sagitario,33.3,19.9,1151,62,running,4d 16h
2026-03-16 06:55:00,4432,flight_plan_manager,srv_sagitario,56.4,17.3,1089,51,running,28d 20h
2026-03-16 06:55:00,7685,traffic_control_gui,leticia,0.0,0.1,100,0,stopped,9d 10h
2026-03-16 06:55:00,1102,ops_reporting_srv,srv_sagitario,0.8,0.7,188,12,sleeping,11d 20h
2026-03-16 06:55:00,5567,network_sync_gateway,root,1.5,5.3,38,2,sleeping,8d 20h
2026-03-16 06:55:00,2234,security_auth_srv,root,0.6,1.5,66,13,sleeping,4d 20h
2026-03-16 06:55:00,3341,log_collector,srv_sagitario,0.2,1.2,173,0,sleeping,2d 10h
2026-03-16 06:55:00,4456,alert_generator,srv_sagitario,0.6,2.4,94,7,sleeping,17d 13h
2026-03-16 06:55:00,5578,historical_archiver,srv_sagitario,1.6,1.2,60,12,sleeping,20d 21h
2026-03-16 06:55:00,1123,backup_engine,root,56.5,8.9,1556,68,running,9d 14h
2026-03-16 06:55:00,2245,audit_service,root,20.4,20.3,1637,109,running,18d 5h
2026-03-16 06:55:00,8876,maintenance_shell,leticia,0.0,0.1,44,0,stopped,19d 9h
2026-03-16 06:56:00,3456,proc_asm,srv_sagitario,45.6,16.7,1185,104,running,28d 9h
2026-03-16 06:56:00,1234,proc_correlation,srv_sagitario,28.0,19.5,468,99,running,8d 12h
2026-03-16 06:56:00,9921,proc_db,db_admin,42.9,21.9,854,87,running,1d 21h
2026-03-16 06:56:00,8854,radar_data_ingestion,srv_sagitario,35.8,14.6,1654,51,running,25d 23h
2026-03-16 06:56:00,4432,flight_plan_manager,srv_sagitario,58.9,19.2,836,113,running,25d 7h
2026-03-16 06:56:00,7685,traffic_control_gui,leticia,0.0,0.5,81,0,stopped,7d 19h
2026-03-16 06:56:00,1102,ops_reporting_srv,srv_sagitario,50.2,15.7,1535,67,running,21d 1h
2026-03-16 06:56:00,5567,network_sync_gateway,root,37.6,17.5,434,96,running,30d 9h
2026-03-16 06:56:00,2234,security_auth_srv,root,36.6,7.2,1354,75,running,29d 11h
2026-03-16 06:56:00,3341,log_collector,srv_sagitario,56.5,9.4,1236,71,running,26d 9h
2026-03-16 06:56:00,4456,alert_generator,srv_sagitario,0.7,0.9,58,4,sleeping,25d 7h
2026-03-16 06:56:00,5578,historical_archiver,srv_sagitario,1.4,5.9,305,11,sleeping,3d 12h
2026-03-16 06:56:00,1123,backup_engine,root,41.5,11.3,1783,108,running,22d 8h
2026-03-16 06:56:00,2245,audit_service,root,1.6,5.7,75,7,sleeping,16d 0h
2026-03-16 06:56:00,8876,maintenance_shell,leticia,0.0,0.9,71,0,stopped,11d 19h
2026-03-16 06:57:00,3456,proc_asm,srv_sagitario,28.9,15.8,1200,58,running,30d 22h
2026-03-16 06:57:00,1234,proc_correlation,srv_sagitario,32.1,7.0,342,102,running,2d 9h
2026-03-16 06:57:00,9921,proc_db,db_admin,59.8,6.7,1350,64,running,5d 12h
2026-03-16 06:57:00,8854,radar_data_ingestion,srv_sagitario,38.1,12.1,1770,119,running,24d 4h
2026-03-16 06:57:00,4432,flight_plan_manager,srv_sagitario,55.4,19.2,1510,62,running,14d 8h
2026-03-16 06:57:00,7685,traffic_control_gui,leticia,34.8,12.6,733,106,running,28d 11h
2026-03-16 06:57:00,1102,ops_reporting_srv,srv_sagitario,47.4,20.3,1570,119,running,12d 1h
2026-03-16 06:57:00,5567,network_sync_gateway,root,27.6,21.1,1181,65,running,3d 21h
2026-03-16 06:57:00,2234,security_auth_srv,root,45.6,5.9,933,52,running,8d 4h
2026-03-16 06:57:00,3341,log_collector,srv_sagitario,0.4,5.0,303,6,sleeping,19d 6h
2026-03-16 06:57:00,4456,alert_generator,srv_sagitario,0.5,4.7,325,0,sleeping,9d 4h
2026-03-16 06:57:00,5578,historical_archiver,srv_sagitario,1.1,4.8,76,0,sleeping,5d 0h
2026-03-16 06:57:00,1123,backup_engine,root,51.5,5.3,793,91,running,2d 4h
2026-03-16 06:57:00,2245,audit_service,root,1.1,4.5,263,14,sleeping,25d 11h
2026-03-16 06:57:00,8876,maintenance_shell,leticia,0.0,0.8,13,0,stopped,15d 16h
2026-03-16 06:58:00,3456,proc_asm,srv_sagitario,28.9,17.4,1599,55,running,17d 9h
2026-03-16 06:58:00,1234,proc_correlation,srv_sagitario,38.3,6.0,1230,53,running,28d 12h
2026-03-16 06:58:00,9921,proc_db,db_admin,37.1,13.3,1158,63,running,3d 2h
2026-03-16 06:58:00,8854,radar_data_ingestion,srv_sagitario,32.9,6.1,813,68,running,20d 20h
2026-03-16 06:58:00,4432,flight_plan_manager,srv_sagitario,43.4,11.5,1473,91,running,17d 9h
2026-03-16 06:58:00,7685,traffic_control_gui,leticia,44.2,18.5,484,62,running,28d 20h
2026-03-16 06:58:00,1102,ops_reporting_srv,srv_sagitario,1.5,4.4,130,13,sleeping,15d 7h
2026-03-16 06:58:00,5567,network_sync_gateway,root,53.1,12.1,444,101,running,11d 13h
2026-03-16 06:58:00,2234,security_auth_srv,root,30.2,16.7,1221,69,running,3d 2h
2026-03-16 06:58:00,3341,log_collector,srv_sagitario,0.2,0.8,210,4,sleeping,18d 1h
2026-03-16 06:58:00,4456,alert_generator,srv_sagitario,1.1,2.1,82,13,sleeping,12d 21h
2026-03-16 06:58:00,5578,historical_archiver,srv_sagitario,0.8,5.5,46,9,sleeping,20d 9h
2026-03-16 06:58:00,1123,backup_engine,root,43.1,7.6,1237,77,running,8d 3h
2026-03-16 06:58:00,2245,audit_service,root,42.3,18.0,1425,64,running,8d 13h
2026-03-16 06:58:00,8876,maintenance_shell,leticia,0.0,1.3,98,0,stopped,27d 19h
2026-03-16 06:59:00,3456,proc_asm,srv_sagitario,44.5,15.4,1597,53,running,27d 22h
2026-03-16 06:59:00,1234,proc_correlation,srv_sagitario,30.7,9.6,882,73,running,30d 10h
2026-03-16 06:59:00,9921,proc_db,db_admin,34.0,19.8,1409,73,running,22d 12h
2026-03-16 06:59:00,8854,radar_data_ingestion,srv_sagitario,22.8,6.6,1336,53,running,7d 12h
2026-03-16 06:59:00,4432,flight_plan_manager,srv_sagitario,36.8,7.7,888,93,running,24d 10h
2026-03-16 06:59:00,7685,traffic_control_gui,leticia,0.0,0.9,10,0,stopped,29d 1h
2026-03-16 06:59:00,1102,ops_reporting_srv,srv_sagitario,50.2,16.5,807,56,running,15d 21h
2026-03-16 06:59:00,5567,network_sync_gateway,root,44.3,9.6,1796,103,running,17d 3h
2026-03-16 06:59:00,2234,security_auth_srv,root,24.4,14.0,881,112,running,2d 7h
2026-03-16 06:59:00,3341,log_collector,srv_sagitario,44.0,8.5,682,50,running,25d 4h
2026-03-16 06:59:00,4456,alert_generator,srv_sagitario,0.6,0.9,274,13,sleeping,6d 4h
2026-03-16 06:59:00,5578,historical_archiver,srv_sagitario,48.1,14.5,1618,114,running,26d 11h
2026-03-16 06:59:00,1123,backup_engine,root,54.5,12.4,1191,55,running,30d 2h
2026-03-16 06:59:00,2245,audit_service,root,1.2,3.5,347,13,sleeping,10d 3h
2026-03-16 06:59:00,8876,maintenance_shell,leticia,0.0,0.6,41,0,stopped,6d 19h
2026-03-16 07:00:00,3456,proc_asm,srv_sagitario,38.4,6.5,466,96,running,8d 13h
2026-03-16 07:00:00,1234,proc_correlation,srv_sagitario,43.6,6.3,885,117,running,24d 10h
2026-03-16 07:00:00,9921,proc_db,db_admin,28.9,6.3,1546,71,running,4d 16h
2026-03-16 07:00:00,8854,radar_data_ingestion,srv_sagitario,40.4,11.0,1571,94,running,27d 4h
2026-03-16 07:00:00,4432,flight_plan_manager,srv_sagitario,29.5,9.4,605,68,running,20d 4h
2026-03-16 07:00:00,7685,traffic_control_gui,leticia,0.0,1.0,22,0,stopped,25d 20h
2026-03-16 07:00:00,1102,ops_reporting_srv,srv_sagitario,50.2,16.6,1406,107,running,21d 20h
2026-03-16 07:00:00,5567,network_sync_gateway,root,0.6,5.8,181,4,sleeping,15d 2h
2026-03-16 07:00:00,2234,security_auth_srv,root,45.3,15.1,970,85,running,17d 2h
2026-03-16 07:00:00,3341,log_collector,srv_sagitario,38.1,11.3,837,57,running,3d 20h
2026-03-16 07:00:00,4456,alert_generator,srv_sagitario,1.7,3.8,279,12,sleeping,15d 18h
2026-03-16 07:00:00,5578,historical_archiver,srv_sagitario,1.6,5.4,250,6,sleeping,11d 19h
2026-03-16 07:00:00,1123,backup_engine,root,26.0,12.7,953,57,running,23d 2h
2026-03-16 07:00:00,2245,audit_service,root,26.9,17.0,1149,81,running,17d 16h
2026-03-16 07:00:00,8876,maintenance_shell,leticia,0.0,0.9,46,0,stopped,12d 9h
2026-03-16 07:01:00,3456,proc_asm,srv_sagitario,35.5,16.5,357,93,running,26d 20h
2026-03-16 07:01:00,1234,proc_correlation,srv_sagitario,45.9,10.6,1392,58,running,22d 12h
2026-03-16 07:01:00,9921,proc_db,db_admin,31.4,10.7,1443,69,running,22d 4h
2026-03-16 07:01:00,8854,radar_data_ingestion,srv_sagitario,56.7,21.5,1680,89,running,22d 12h
2026-03-16 07:01:00,4432,flight_plan_manager,srv_sagitario,25.2,10.3,1021,60,running,21d 10h
2026-03-16 07:01:00,7685,traffic_control_gui,leticia,0.0,1.0,94,0,stopped,22d 16h
2026-03-16 07:01:00,1102,ops_reporting_srv,srv_sagitario,46.8,11.2,992,115,running,10d 5h
2026-03-16 07:01:00,5567,network_sync_gateway,root,0.7,4.6,118,7,sleeping,5d 4h
2026-03-16 07:01:00,2234,security_auth_srv,root,53.8,13.6,1355,62,running,27d 23h
2026-03-16 07:01:00,3341,log_collector,srv_sagitario,0.1,2.2,336,4,sleeping,20d 12h
2026-03-16 07:01:00,4456,alert_generator,srv_sagitario,27.2,17.3,339,71,running,14d 11h
2026-03-16 07:01:00,5578,historical_archiver,srv_sagitario,0.5,2.8,165,14,sleeping,8d 17h
2026-03-16 07:01:00,1123,backup_engine,root,58.6,20.4,647,110,running,12d 21h
2026-03-16 07:01:00,2245,audit_service,root,2.0,2.9,164,12,sleeping,17d 16h
2026-03-16 07:01:00,8876,maintenance_shell,leticia,0.0,0.6,20,0,stopped,27d 6h
2026-03-16 07:02:00,3456,proc_asm,srv_sagitario,52.1,19.8,356,67,running,21d 15h
2026-03-16 07:02:00,1234,proc_correlation,srv_sagitario,55.0,20.9,1706,120,running,28d 16h
2026-03-16 07:02:00,9921,proc_db,db_admin,54.0,6.4,578,86,running,9d 14h
2026-03-16 07:02:00,8854,radar_data_ingestion,srv_sagitario,56.2,19.1,437,68,running,30d 7h
2026-03-16 07:02:00,4432,flight_plan_manager,srv_sagitario,52.7,20.8,1099,94,running,2d 12h
2026-03-16 07:02:00,7685,traffic_control_gui,leticia,0.0,0.4,10,0,stopped,12d 7h
2026-03-16 07:02:00,1102,ops_reporting_srv,srv_sagitario,57.2,18.5,531,92,running,2d 9h
2026-03-16 07:02:00,5567,network_sync_gateway,root,0.9,5.0,260,14,sleeping,20d 0h
2026-03-16 07:02:00,2234,security_auth_srv,root,0.0,1.5,96,13,sleeping,4d 9h
2026-03-16 07:02:00,3341,log_collector,srv_sagitario,24.9,12.1,1525,80,running,15d 2h
2026-03-16 07:02:00,4456,alert_generator,srv_sagitario,56.2,5.3,1305,118,running,19d 7h
2026-03-16 07:02:00,5578,historical_archiver,srv_sagitario,0.6,0.2,200,7,sleeping,19d 13h
2026-03-16 07:02:00,1123,backup_engine,root,46.7,21.6,388,117,running,17d 17h
2026-03-16 07:02:00,2245,audit_service,root,59.5,5.3,1212,120,running,2d 20h
2026-03-16 07:02:00,8876,maintenance_shell,leticia,0.0,0.6,47,0,stopped,9d 23h
2026-03-16 07:03:00,3456,proc_asm,srv_sagitario,80.5,9.1,1595,154,running,21d 3h
2026-03-16 07:03:00,1234,proc_correlation,srv_sagitario,78.1,7.3,971,152,running,18d 10h
2026-03-16 07:03:00,9921,proc_db,db_admin,52.9,16.6,1674,209,running,16d 20h
2026-03-16 07:03:00,8854,radar_data_ingestion,srv_sagitario,51.1,18.2,1187,201,running,2d 9h
