timestamp_coleta,numero_voo,status,origem,destino,delay_origem,delay_destino
2026-05-21 14:41:39,TP5177,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-05-21 14:41:39,QR5219,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:41:39,CM3526,scheduled,Aeroporto Internacional Guarulhos,Augusto Severo,,
2026-05-21 14:41:39,AT9077,scheduled,Aeroporto Internacional Guarulhos,Augusto Severo,,
2026-05-21 14:41:39,TP4184,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:41:39,DT6172,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:41:39,UX2307,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:41:39,TP5831,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:41:39,SA2330,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:41:39,CM3580,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:41:39,AV4785,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:41:39,AC9832,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:41:39,LA8054,scheduled,Aeroporto Internacional Guarulhos,Arturo Merino Benitez,,10
2026-05-21 14:41:39,LA4672,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,22
2026-05-21 14:41:39,AF459,scheduled,Aeroporto Internacional Guarulhos,Charles De Gaulle,,
2026-05-21 14:41:39,LA3422,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,22
2026-05-21 14:41:39,AD4547,scheduled,Aeroporto Internacional Guarulhos,Tancredo Neves International Airport,,
2026-05-21 14:41:39,TK15,scheduled,Aeroporto Internacional Guarulhos,Ezeiza Ministro Pistarini,,
2026-05-21 14:41:39,IB272,scheduled,Aeroporto Internacional Guarulhos,Barajas,,
2026-05-21 14:41:39,LA2425,scheduled,Aeroporto Internacional Guarulhos,Jorge Chavez International,,22
2026-05-21 14:41:39,QR5251,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,
2026-05-21 14:41:39,DL6158,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,
2026-05-21 14:41:39,AM8522,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,
2026-05-21 14:41:39,QR5220,scheduled,Aeroporto Internacional Guarulhos,Pinto Martins,,
2026-05-21 14:41:39,QR7271,scheduled,Aeroporto Internacional Guarulhos,International Airport Campo Grande,,
2026-05-21 14:41:39,QR5207,scheduled,Aeroporto Internacional Guarulhos,International Airport Campo Grande,,
2026-05-21 14:41:39,AR8019,scheduled,Aeroporto Internacional Guarulhos,Jaguaruna Regional Airport,,
2026-05-21 14:41:39,QR8410,scheduled,Aeroporto Internacional Guarulhos,Jaguaruna Regional Airport,,
2026-05-21 14:41:39,AR8238,scheduled,Aeroporto Internacional Guarulhos,Jaguaruna Regional Airport,,
2026-05-21 14:41:39,AR8225,scheduled,Aeroporto Internacional Guarulhos,Eurico Sales,,
2026-05-21 14:41:39,QR7275,active,Aeroporto Internacional Guarulhos,Eurico Sales,11,11
2026-05-21 14:41:39,CM3662,active,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-05-21 14:41:39,AT9062,active,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-05-21 14:41:39,AR7431,active,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-05-21 14:41:39,QR8422,active,Aeroporto Internacional Guarulhos,Val De Cans,1,1
2026-05-21 14:41:39,DL6155,active,Aeroporto Internacional Guarulhos,Val De Cans,1,1
2026-05-21 14:41:39,TP4145,scheduled,Aeroporto Internacional Guarulhos,Hercilio Luz,,
2026-05-21 14:41:39,UX2316,scheduled,Aeroporto Internacional Guarulhos,Presidente Juscelino Kubitschek,,
2026-05-21 14:41:39,TP4173,scheduled,Aeroporto Internacional Guarulhos,Presidente Juscelino Kubitschek,,
2026-05-21 14:41:39,CM3704,scheduled,Aeroporto Internacional Guarulhos,Presidente Juscelino Kubitschek,,
2026-05-21 14:41:39,AR7642,scheduled,Aeroporto Internacional Guarulhos,Presidente Juscelino Kubitschek,,
2026-05-21 14:41:39,AM8009,scheduled,Aeroporto Internacional Guarulhos,Presidente Juscelino Kubitschek,,
2026-05-21 14:41:39,AC9812,scheduled,Aeroporto Internacional Guarulhos,Presidente Juscelino Kubitschek,,
2026-05-21 14:41:39,AR8036,scheduled,Aeroporto Internacional Guarulhos,Cascavel,,
2026-05-21 14:41:39,QR7267,scheduled,Aeroporto Internacional Guarulhos,Cascavel,,
2026-05-21 14:41:39,AR8030,scheduled,Aeroporto Internacional Guarulhos,Cascavel,,
2026-05-21 14:41:39,DL6246,scheduled,Aeroporto Internacional Guarulhos,Santa Maria,,
2026-05-21 14:41:39,QR5201,scheduled,Aeroporto Internacional Guarulhos,Santa Maria,,
2026-05-21 14:41:39,DL6211,scheduled,Aeroporto Internacional Guarulhos,Santa Maria,,
2026-05-21 14:41:39,AR8086,scheduled,Aeroporto Internacional Guarulhos,Santa Maria,,
2026-05-21 14:44:56,SV6286,active,Aeroporto Internacional Guarulhos,Leonardo Da Vinci (Fiumicino),,11
2026-05-21 14:44:56,OS6700,active,Aeroporto Internacional Guarulhos,Leonardo Da Vinci (Fiumicino),,11
2026-05-21 14:44:56,LH5243,active,Aeroporto Internacional Guarulhos,Leonardo Da Vinci (Fiumicino),,11
2026-05-21 14:44:56,JU7548,active,Aeroporto Internacional Guarulhos,Leonardo Da Vinci (Fiumicino),,11
2026-05-21 14:44:56,EY2979,active,Aeroporto Internacional Guarulhos,Leonardo Da Vinci (Fiumicino),,11
2026-05-21 14:44:56,CX1907,active,Aeroporto Internacional Guarulhos,Barajas,,18
2026-05-21 14:44:56,PC7969,active,Aeroporto Internacional Guarulhos,Barajas,,18
2026-05-21 14:44:56,AY5380,active,Aeroporto Internacional Guarulhos,Barajas,,18
2026-05-21 14:44:56,QR5087,active,Aeroporto Internacional Guarulhos,Barajas,,18
2026-05-21 14:44:56,LA1579,active,Aeroporto Internacional Guarulhos,Barajas,,18
2026-05-21 14:44:56,LY9200,active,Aeroporto Internacional Guarulhos,Barajas,,18
2026-05-21 14:44:56,BA4246,active,Aeroporto Internacional Guarulhos,Barajas,,18
2026-05-21 14:44:56,MU4985,active,Aeroporto Internacional Guarulhos,Barajas,,10
2026-05-21 14:44:56,KU6041,active,Aeroporto Internacional Guarulhos,Barajas,,10
2026-05-21 14:44:56,HU8222,active,Aeroporto Internacional Guarulhos,Barajas,,10
2026-05-21 14:44:56,EY4399,active,Aeroporto Internacional Guarulhos,Barajas,,10
2026-05-21 14:44:56,ET1251,scheduled,Aeroporto Internacional Guarulhos,Tancredo Neves International Airport,,
2026-05-21 14:44:56,CM7065,scheduled,Aeroporto Internacional Guarulhos,Tancredo Neves International Airport,,
2026-05-21 14:44:56,AV4334,scheduled,Aeroporto Internacional Guarulhos,Tancredo Neves International Airport,,
2026-05-21 14:44:56,TP4108,active,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-05-21 14:44:56,AR7709,scheduled,Aeroporto Internacional Guarulhos,Aeroparque Jorge Newbery,,
2026-05-21 14:44:56,QR5226,scheduled,Aeroporto Internacional Guarulhos,Luis Eduardo Magalhaes,,
2026-05-21 14:44:56,QR5147,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-05-21 14:44:56,AR8202,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-05-21 14:44:56,TP5838,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,SA2320,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,ET4170,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,CM3569,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,AV2614,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,AR7515,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,AF1908,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,TP5350,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,ET1266,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,AV4351,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,AD4671,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,UA148,scheduled,Aeroporto Internacional Guarulhos,Newark Liberty International,,
2026-05-21 14:44:56,AC97,scheduled,Aeroporto Internacional Guarulhos,Pierre Elliott Trudeau International,,
2026-05-21 14:44:56,TP94,scheduled,Aeroporto Internacional Guarulhos,Francisco Sá Carneiro,,
2026-05-21 14:44:56,TP88,scheduled,Aeroporto Internacional Guarulhos,Lisbon Portela,,15
2026-05-21 14:44:56,LA3378,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,22
2026-05-21 14:44:56,LA3368,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,22
2026-05-21 14:44:56,DL226,cancelled,Aeroporto Internacional Guarulhos,John F Kennedy International,,
2026-05-21 14:44:56,AR1251,scheduled,Aeroporto Internacional Guarulhos,Aeroparque Jorge Newbery,,
2026-05-21 14:44:56,QR780,scheduled,Aeroporto Internacional Guarulhos,Doha International,,
2026-05-21 14:44:56,LA3452,scheduled,Aeroporto Internacional Guarulhos,Palmares,,22
2026-05-21 14:44:56,QR5247,scheduled,Aeroporto Internacional Guarulhos,Aeroparque Jorge Newbery,,
2026-05-21 14:44:56,QR7271,scheduled,Aeroporto Internacional Guarulhos,Presidente Juscelino Kubitschek,,
2026-05-21 14:44:56,TP4206,scheduled,Aeroporto Internacional Guarulhos,Aeroporto Municipalcipal Chapeco,,
2026-05-21 14:44:56,AR7508,scheduled,Aeroporto Internacional Guarulhos,Aeroporto Municipalcipal Chapeco,,
2026-05-21 14:44:56,UX2322,scheduled,Aeroporto Internacional Guarulhos,Aeroporto Municipalcipal Chapeco,,
2026-05-21 14:44:56,TP5842,scheduled,Aeroporto Internacional Guarulhos,Aeroporto Municipalcipal Chapeco,,
2026-05-21 14:44:56,CM3752,scheduled,Aeroporto Internacional Guarulhos,Aeroporto Municipalcipal Chapeco,,
2026-05-21 14:44:56,AV2625,scheduled,Aeroporto Internacional Guarulhos,Aeroporto Municipalcipal Chapeco,,
2026-05-21 14:44:56,AR7519,scheduled,Aeroporto Internacional Guarulhos,Aeroporto Municipalcipal Chapeco,,
2026-05-21 14:44:56,QR5251,scheduled,Aeroporto Internacional Guarulhos,Aeroporto Municipalcipal Chapeco,,
2026-05-21 14:44:56,QR5192,scheduled,Aeroporto Internacional Guarulhos,Aeroporto Municipalcipal Chapeco,,
2026-05-21 14:44:56,TP5830,scheduled,Aeroporto Internacional Guarulhos,Luis Eduardo Magalhaes,,
2026-05-21 14:44:56,CM3742,scheduled,Aeroporto Internacional Guarulhos,Luis Eduardo Magalhaes,,
2026-05-21 14:44:56,AR7585,scheduled,Aeroporto Internacional Guarulhos,Luis Eduardo Magalhaes,,
2026-05-21 14:44:56,AM8055,scheduled,Aeroporto Internacional Guarulhos,Luis Eduardo Magalhaes,,
2026-05-21 14:44:56,QF3913,scheduled,Aeroporto Internacional Guarulhos,Arturo Merino Benitez,,
2026-05-21 14:44:56,DL6301,scheduled,Aeroporto Internacional Guarulhos,Arturo Merino Benitez,,
2026-05-21 14:44:56,TP5177,scheduled,Aeroporto Internacional Guarulhos,Guararapes International,,
2026-05-21 14:44:56,QR5219,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,
2026-05-21 14:44:56,CM3526,scheduled,Aeroporto Internacional Guarulhos,Augusto Severo,,
2026-05-21 14:44:56,AT9077,scheduled,Aeroporto Internacional Guarulhos,Augusto Severo,,
2026-05-21 14:44:56,TP4184,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:44:56,DT6172,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:44:56,UX2307,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:44:56,TP5831,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:44:56,SA2330,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:44:56,CM3580,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:44:56,AV4785,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:44:56,AC9832,scheduled,Aeroporto Internacional Guarulhos,Cataratas,,
2026-05-21 14:44:56,LA8054,scheduled,Aeroporto Internacional Guarulhos,Arturo Merino Benitez,,10
2026-05-21 14:44:56,LA4672,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,22
2026-05-21 14:44:56,AF459,scheduled,Aeroporto Internacional Guarulhos,Charles De Gaulle,,
2026-05-21 14:44:56,LA3422,scheduled,Aeroporto Internacional Guarulhos,Salgado Filho,,22
2026-05-21 14:44:56,AD4547,scheduled,Aeroporto Internacional Guarulhos,Tancredo Neves International Airport,,
2026-05-21 14:44:56,TK15,scheduled,Aeroporto Internacional Guarulhos,Ezeiza Ministro Pistarini,,
2026-05-21 14:44:56,IB272,scheduled,Aeroporto Internacional Guarulhos,Barajas,,
2026-05-21 14:44:56,LA2425,scheduled,Aeroporto Internacional Guarulhos,Jorge Chavez International,,22
2026-05-21 14:44:56,QR5251,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,
2026-05-21 14:44:56,DL6158,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,
2026-05-21 14:44:56,AM8522,scheduled,Aeroporto Internacional Guarulhos,Galeao Antonio Carlos Jobim,,
2026-05-21 14:44:56,QR5220,scheduled,Aeroporto Internacional Guarulhos,Pinto Martins,,
2026-05-21 14:44:56,QR7271,scheduled,Aeroporto Internacional Guarulhos,International Airport Campo Grande,,
2026-05-21 14:44:56,QR5207,scheduled,Aeroporto Internacional Guarulhos,International Airport Campo Grande,,
2026-05-21 14:44:56,AR8019,scheduled,Aeroporto Internacional Guarulhos,Jaguaruna Regional Airport,,
2026-05-21 14:44:56,QR8410,scheduled,Aeroporto Internacional Guarulhos,Jaguaruna Regional Airport,,
2026-05-21 14:44:56,AR8238,scheduled,Aeroporto Internacional Guarulhos,Jaguaruna Regional Airport,,
2026-05-21 14:44:56,AR8225,scheduled,Aeroporto Internacional Guarulhos,Eurico Sales,,
2026-05-21 14:44:56,QR7275,active,Aeroporto Internacional Guarulhos,Eurico Sales,11,11
2026-05-21 14:44:56,CM3662,active,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-05-21 14:44:56,AT9062,active,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-05-21 14:44:56,AR7431,active,Aeroporto Internacional Guarulhos,Val De Cans,,
2026-05-21 14:44:56,QR8422,active,Aeroporto Internacional Guarulhos,Val De Cans,1,1
2026-05-21 14:44:56,DL6155,active,Aeroporto Internacional Guarulhos,Val De Cans,1,1
2026-05-21 14:44:56,TP4145,scheduled,Aeroporto Internacional Guarulhos,Hercilio Luz,,
2026-05-21 14:44:56,UX2316,scheduled,Aeroporto Internacional Guarulhos,Presidente Juscelino Kubitschek,,
