data_hora,hostname,id_empresa,servidor_id,ip,cpu,ram,disco,health_score,status_cpu,status_ram,status_disco
2026-05-23 01:48:47,Gustavo,1,7,192.168.56.1,84.3,87.3,90.2,12.73,atencao,critico,critico
2026-05-23 01:49:00,Gustavo,1,7,192.168.56.1,19.0,86.6,90.2,34.73,estavel,critico,critico
2026-05-23 01:49:13,Gustavo,1,7,192.168.56.1,48.8,87.3,90.2,24.57,estavel,critico,critico
2026-05-23 01:49:25,Gustavo,1,7,192.168.56.1,30.1,87.2,90.2,30.83,estavel,critico,critico
2026-05-23 01:49:38,Gustavo,1,7,192.168.56.1,23.9,85.8,90.2,33.37,estavel,critico,critico
2026-05-23 01:49:51,Gustavo,1,7,192.168.56.1,21.7,85.2,90.2,34.3,estavel,critico,critico
2026-05-23 01:50:04,Gustavo,1,7,192.168.56.1,20.7,86.2,90.2,34.3,estavel,critico,critico
2026-05-23 01:50:17,Gustavo,1,7,192.168.56.1,44.7,86.9,90.2,26.07,estavel,critico,critico
2026-05-23 01:50:30,Gustavo,1,7,192.168.56.1,44.8,86.4,90.2,26.2,estavel,critico,critico
2026-05-23 01:50:43,Gustavo,1,7,192.168.56.1,22.1,86.2,90.2,33.83,estavel,critico,critico
2026-05-23 01:50:56,Gustavo,1,7,192.168.56.1,19.5,86.2,90.2,34.7,estavel,critico,critico
2026-05-23 01:51:08,Gustavo,1,7,192.168.56.1,60.6,88.4,90.2,20.27,estavel,critico,critico
2026-05-23 01:51:21,Gustavo,1,7,192.168.56.1,61.7,88.9,90.2,19.73,estavel,critico,critico
2026-05-23 01:51:34,Gustavo,1,7,192.168.56.1,42.1,87.5,90.2,26.73,estavel,critico,critico
2026-05-23 01:51:47,Gustavo,1,7,192.168.56.1,25.4,86.5,90.2,32.63,estavel,critico,critico
2026-05-23 01:52:00,Gustavo,1,7,192.168.56.1,27.0,86.4,90.2,32.13,estavel,critico,critico
2026-05-23 01:52:13,Gustavo,1,7,192.168.56.1,14.4,87.2,90.2,36.07,estavel,critico,critico
2026-05-23 01:52:26,Gustavo,1,7,192.168.56.1,24.7,87.2,90.2,32.63,estavel,critico,critico
2026-05-23 01:52:38,Gustavo,1,7,192.168.56.1,45.1,88.3,90.2,25.47,estavel,critico,critico
2026-05-23 01:52:51,Gustavo,1,7,192.168.56.1,34.2,88.0,90.2,29.2,estavel,critico,critico
2026-05-23 01:53:04,Gustavo,1,7,192.168.56.1,8.7,87.1,90.2,38.0,estavel,critico,critico
2026-05-23 01:53:17,Gustavo,1,7,192.168.56.1,40.1,88.7,90.2,27.0,estavel,critico,critico
2026-05-23 01:53:30,Gustavo,1,7,192.168.56.1,36.5,89.0,90.2,28.1,estavel,critico,critico
2026-05-23 01:53:42,Gustavo,1,7,192.168.56.1,54.6,88.2,90.2,22.33,estavel,critico,critico
2026-05-23 01:53:55,Gustavo,1,7,192.168.56.1,43.0,88.3,90.2,26.17,estavel,critico,critico
2026-05-23 01:54:08,Gustavo,1,7,192.168.56.1,66.0,88.8,90.2,18.33,estavel,critico,critico
2026-05-23 01:54:21,Gustavo,1,7,192.168.56.1,34.5,90.7,90.2,28.2,estavel,critico,critico
2026-05-23 01:54:34,Gustavo,1,7,192.168.56.1,64.3,87.7,90.2,19.27,estavel,critico,critico
2026-05-23 01:54:48,Gustavo,1,7,192.168.56.1,75.6,83.7,90.2,16.83,atencao,atencao,critico
2026-05-23 01:55:01,Gustavo,1,7,192.168.56.1,14.8,84.2,90.2,36.93,estavel,atencao,critico
2026-05-23 01:55:14,Gustavo,1,7,192.168.56.1,20.7,84.4,90.2,34.9,estavel,atencao,critico
2026-05-23 01:55:26,Gustavo,1,7,192.168.56.1,13.8,83.7,90.2,37.43,estavel,atencao,critico
2026-05-23 01:55:40,Gustavo,1,7,192.168.56.1,24.7,83.6,90.2,33.83,estavel,atencao,critico
2026-05-23 01:55:53,Gustavo,1,7,192.168.56.1,53.1,83.3,90.2,24.47,estavel,atencao,critico
2026-05-23 01:56:05,Gustavo,1,7,192.168.56.1,22.6,83.5,90.2,34.57,estavel,atencao,critico
2026-05-23 01:56:18,Gustavo,1,7,192.168.56.1,35.0,83.9,90.2,30.3,estavel,atencao,critico
2026-05-23 01:56:31,Gustavo,1,7,192.168.56.1,40.4,84.0,90.2,28.47,estavel,atencao,critico
2026-05-23 01:56:44,Gustavo,1,7,192.168.56.1,31.6,85.1,90.2,31.03,estavel,critico,critico
2026-05-23 01:56:57,Gustavo,1,7,192.168.56.1,59.5,84.2,90.2,22.03,estavel,atencao,critico
2026-05-23 01:57:10,Gustavo,1,7,192.168.56.1,22.5,84.4,90.2,34.3,estavel,atencao,critico
2026-05-23 01:57:23,Gustavo,1,7,192.168.56.1,19.0,84.3,90.2,35.5,estavel,atencao,critico
2026-05-23 01:57:36,Gustavo,1,7,192.168.56.1,38.2,84.1,90.2,29.17,estavel,atencao,critico
2026-05-23 01:57:49,Gustavo,1,7,192.168.56.1,34.7,84.0,90.2,30.37,estavel,atencao,critico
2026-05-23 01:58:02,Gustavo,1,7,192.168.56.1,57.4,84.5,90.2,22.63,estavel,atencao,critico
2026-05-23 01:58:15,Gustavo,1,7,192.168.56.1,19.5,84.7,90.2,35.2,estavel,atencao,critico
2026-05-23 01:58:27,Gustavo,1,7,192.168.56.1,38.5,84.8,90.2,28.83,estavel,atencao,critico
2026-05-23 01:58:40,Gustavo,1,7,192.168.56.1,77.0,86.5,90.2,15.43,atencao,critico,critico
2026-05-23 01:58:53,Gustavo,1,7,192.168.56.1,41.7,84.9,90.2,27.73,estavel,atencao,critico
2026-05-23 01:59:06,Gustavo,1,7,192.168.56.1,50.3,85.4,90.2,24.7,estavel,critico,critico
2026-05-23 01:59:18,Gustavo,1,7,192.168.56.1,16.6,84.8,90.2,36.13,estavel,atencao,critico
2026-05-23 01:59:31,Gustavo,1,7,192.168.56.1,19.6,85.1,90.2,35.03,estavel,critico,critico
2026-05-23 01:59:44,Gustavo,1,7,192.168.56.1,28.1,81.1,90.2,33.53,estavel,atencao,critico
2026-05-23 01:59:57,Gustavo,1,7,192.168.56.1,27.6,81.3,90.2,33.63,estavel,atencao,critico
2026-05-23 02:00:09,Gustavo,1,7,192.168.56.1,15.3,82.9,90.2,37.2,estavel,atencao,critico
2026-05-23 02:00:22,Gustavo,1,7,192.168.56.1,35.1,83.6,90.2,30.37,estavel,atencao,critico
2026-05-23 02:00:35,Gustavo,1,7,192.168.56.1,14.4,83.5,90.2,37.3,estavel,atencao,critico
2026-05-23 02:00:47,Gustavo,1,7,192.168.56.1,10.8,83.4,90.2,38.53,estavel,atencao,critico
2026-05-23 02:01:00,Gustavo,1,7,192.168.56.1,30.1,83.4,90.2,32.1,estavel,atencao,critico
2026-05-23 02:01:13,Gustavo,1,7,192.168.56.1,18.3,83.6,90.2,35.97,estavel,atencao,critico
2026-05-23 02:01:26,Gustavo,1,7,192.168.56.1,14.6,84.3,90.2,36.97,estavel,atencao,critico
2026-05-23 02:01:38,Gustavo,1,7,192.168.56.1,14.4,83.5,90.2,37.3,estavel,atencao,critico
2026-05-23 02:01:51,Gustavo,1,7,192.168.56.1,20.2,86.7,90.2,34.3,estavel,critico,critico
2026-05-23 02:02:04,Gustavo,1,7,192.168.56.1,13.1,86.5,90.2,36.73,estavel,critico,critico
2026-05-23 02:02:16,Gustavo,1,7,192.168.56.1,50.0,87.6,90.2,24.07,estavel,critico,critico
2026-05-23 02:02:29,Gustavo,1,7,192.168.56.1,48.7,85.5,90.2,25.2,estavel,critico,critico
2026-05-23 02:02:42,Gustavo,1,7,192.168.56.1,23.4,85.4,90.2,33.67,estavel,critico,critico
2026-05-23 02:02:55,Gustavo,1,7,192.168.56.1,29.6,86.6,90.2,31.2,estavel,critico,critico
2026-05-23 02:03:08,Gustavo,1,7,192.168.56.1,71.0,88.2,90.2,16.87,atencao,critico,critico
2026-05-23 02:03:21,Gustavo,1,7,192.168.56.1,20.4,86.6,90.2,34.27,estavel,critico,critico
2026-05-23 02:03:34,Gustavo,1,7,192.168.56.1,36.2,86.1,90.2,29.17,estavel,critico,critico
2026-05-23 02:03:47,Gustavo,1,7,192.168.56.1,52.8,87.4,90.2,23.2,estavel,critico,critico
2026-05-23 02:04:00,Gustavo,1,7,192.168.56.1,41.8,90.2,90.2,25.93,estavel,critico,critico
2026-05-23 02:04:13,Gustavo,1,7,192.168.56.1,42.1,85.0,90.2,27.57,estavel,critico,critico
2026-05-23 02:04:26,Gustavo,1,7,192.168.56.1,21.3,84.9,90.2,34.53,estavel,atencao,critico
2026-05-23 02:04:39,Gustavo,1,7,192.168.56.1,15.2,82.2,90.2,37.47,estavel,atencao,critico
2026-05-23 02:04:52,Gustavo,1,7,192.168.56.1,18.7,82.8,90.2,36.1,estavel,atencao,critico
2026-05-23 02:05:05,Gustavo,1,7,192.168.56.1,18.4,82.7,90.2,36.23,estavel,atencao,critico
2026-05-23 02:05:18,Gustavo,1,7,192.168.56.1,44.0,83.1,90.2,27.57,estavel,atencao,critico
2026-05-23 02:05:31,Gustavo,1,7,192.168.56.1,15.3,83.7,90.2,36.93,estavel,atencao,critico
2026-05-23 02:05:44,Gustavo,1,7,192.168.56.1,19.9,83.6,90.2,35.43,estavel,atencao,critico
2026-05-23 02:05:57,Gustavo,1,7,192.168.56.1,35.7,82.9,90.2,30.4,estavel,atencao,critico
2026-05-23 02:06:09,Gustavo,1,7,192.168.56.1,67.3,83.4,90.2,19.7,estavel,atencao,critico
2026-05-23 02:06:22,Gustavo,1,7,192.168.56.1,56.1,83.7,90.2,23.33,estavel,atencao,critico
2026-05-23 02:06:35,Gustavo,1,7,192.168.56.1,35.8,83.5,90.2,30.17,estavel,atencao,critico
2026-05-23 02:06:48,Gustavo,1,7,192.168.56.1,40.3,84.6,90.2,28.3,estavel,atencao,critico
2026-05-23 02:07:01,Gustavo,1,7,192.168.56.1,67.0,84.6,90.2,19.4,estavel,atencao,critico
2026-05-23 02:07:14,Gustavo,1,7,192.168.56.1,40.6,84.9,90.2,28.1,estavel,atencao,critico
2026-05-23 02:07:27,Gustavo,1,7,192.168.56.1,23.2,84.9,90.2,33.9,estavel,atencao,critico
2026-05-23 02:07:40,Gustavo,1,7,192.168.56.1,25.4,84.4,90.2,33.33,estavel,atencao,critico
2026-05-23 02:07:52,Gustavo,1,7,192.168.56.1,15.4,84.6,90.2,36.6,estavel,atencao,critico
2026-05-23 02:08:05,Gustavo,1,7,192.168.56.1,23.6,85.0,90.2,33.73,estavel,critico,critico
2026-05-23 02:08:18,Gustavo,1,7,192.168.56.1,29.7,85.0,90.2,31.7,estavel,critico,critico
2026-05-23 02:08:31,Gustavo,1,7,192.168.56.1,36.2,86.4,90.2,29.07,estavel,critico,critico
2026-05-23 02:08:43,Gustavo,1,7,192.168.56.1,32.5,87.6,90.2,29.9,estavel,critico,critico
2026-05-23 02:08:56,Gustavo,1,7,192.168.56.1,36.5,87.3,90.2,28.67,estavel,critico,critico
2026-05-23 02:09:09,Gustavo,1,7,192.168.56.1,43.9,86.2,90.2,26.57,estavel,critico,critico
2026-05-23 02:09:22,Gustavo,1,7,192.168.56.1,28.6,86.7,90.2,31.5,estavel,critico,critico
2026-05-23 02:09:34,Gustavo,1,7,192.168.56.1,44.9,88.2,90.2,25.57,estavel,critico,critico
2026-05-23 02:09:48,Gustavo,1,7,192.168.56.1,21.6,85.6,90.2,34.2,estavel,critico,critico
2026-05-23 02:10:01,Gustavo,1,7,192.168.56.1,56.0,85.9,90.2,22.63,estavel,critico,critico
2026-05-23 02:10:14,Gustavo,1,7,192.168.56.1,58.7,85.8,90.2,21.77,estavel,critico,critico
2026-05-23 02:10:27,Gustavo,1,7,192.168.56.1,33.2,86.1,90.2,30.17,estavel,critico,critico
2026-05-23 02:10:40,Gustavo,1,7,192.168.56.1,23.7,85.0,90.2,33.7,estavel,critico,critico
2026-05-23 02:10:53,Gustavo,1,7,192.168.56.1,27.3,85.7,90.2,32.27,estavel,critico,critico
2026-05-23 02:11:05,Gustavo,1,7,192.168.56.1,53.3,85.9,90.2,23.53,estavel,critico,critico
2026-05-23 02:11:18,Gustavo,1,7,192.168.56.1,71.9,86.2,90.2,17.23,atencao,critico,critico
2026-05-23 02:11:32,Gustavo,1,7,192.168.56.1,18.8,85.2,90.2,35.27,estavel,critico,critico
2026-05-23 02:11:44,Gustavo,1,7,192.168.56.1,29.2,85.5,90.2,31.7,estavel,critico,critico
2026-05-23 02:11:57,Gustavo,1,7,192.168.56.1,20.8,85.4,90.2,34.53,estavel,critico,critico
2026-05-23 02:12:10,Gustavo,1,7,192.168.56.1,42.9,85.9,90.2,27.0,estavel,critico,critico
2026-05-23 02:12:23,Gustavo,1,7,192.168.56.1,35.8,86.3,90.2,29.23,estavel,critico,critico
2026-05-23 02:12:35,Gustavo,1,7,192.168.56.1,25.8,86.6,90.2,32.47,estavel,critico,critico
2026-05-23 02:12:49,Gustavo,1,7,192.168.56.1,15.2,87.1,90.2,35.83,estavel,critico,critico
2026-05-23 02:13:02,Gustavo,1,7,192.168.56.1,37.7,86.1,90.2,28.67,estavel,critico,critico
2026-05-23 02:13:14,Gustavo,1,7,192.168.56.1,15.9,86.6,90.2,35.77,estavel,critico,critico
2026-05-23 02:13:27,Gustavo,1,7,192.168.56.1,20.4,85.9,90.2,34.5,estavel,critico,critico
2026-05-23 02:13:40,Gustavo,1,7,192.168.56.1,19.4,86.5,90.2,34.63,estavel,critico,critico
2026-05-23 02:13:53,Gustavo,1,7,192.168.56.1,39.5,87.1,90.2,27.73,estavel,critico,critico
2026-05-23 02:14:06,Gustavo,1,7,192.168.56.1,67.9,86.4,90.2,18.5,estavel,critico,critico
2026-05-23 02:14:19,Gustavo,1,7,192.168.56.1,33.3,86.4,90.2,30.03,estavel,critico,critico
2026-05-23 02:14:32,Gustavo,1,7,192.168.56.1,39.3,86.4,90.2,28.03,estavel,critico,critico
2026-05-23 02:14:45,Gustavo,1,7,192.168.56.1,34.5,85.5,90.2,29.93,estavel,critico,critico
2026-05-23 02:14:57,Gustavo,1,7,192.168.56.1,22.1,85.0,90.2,34.23,estavel,critico,critico
2026-05-23 02:15:10,Gustavo,1,7,192.168.56.1,38.6,85.8,90.2,28.47,estavel,critico,critico
2026-05-23 02:15:23,Gustavo,1,7,192.168.56.1,39.4,86.3,90.2,28.03,estavel,critico,critico
2026-05-23 02:15:35,Gustavo,1,7,192.168.56.1,14.4,86.2,90.2,36.4,estavel,critico,critico
2026-05-23 02:15:48,Gustavo,1,7,192.168.56.1,37.2,86.0,90.2,28.87,estavel,critico,critico
2026-05-23 02:16:01,Gustavo,1,7,192.168.56.1,43.4,86.3,90.2,26.7,estavel,critico,critico
2026-05-23 02:16:14,Gustavo,1,7,192.168.56.1,37.1,85.6,90.2,29.03,estavel,critico,critico
2026-05-23 02:16:26,Gustavo,1,7,192.168.56.1,30.5,86.4,90.2,30.97,estavel,critico,critico
2026-05-23 02:16:39,Gustavo,1,7,192.168.56.1,92.9,88.7,90.2,9.4,critico,critico,critico
2026-05-23 02:16:52,Gustavo,1,7,192.168.56.1,47.4,85.2,90.2,25.73,estavel,critico,critico
2026-05-23 02:17:05,Gustavo,1,7,192.168.56.1,82.3,84.6,90.2,14.3,atencao,atencao,critico
2026-05-23 02:17:18,Gustavo,1,7,192.168.56.1,27.1,86.7,90.2,32.0,estavel,critico,critico
2026-05-23 02:17:31,Gustavo,1,7,192.168.56.1,35.9,88.4,90.2,28.5,estavel,critico,critico
2026-05-23 02:17:44,Gustavo,1,7,192.168.56.1,49.2,88.5,90.2,24.03,estavel,critico,critico
2026-05-23 02:17:57,Gustavo,1,7,192.168.56.1,39.2,88.0,90.2,27.53,estavel,critico,critico
2026-05-23 02:18:09,Gustavo,1,7,192.168.56.1,8.7,86.3,90.2,38.27,estavel,critico,critico
2026-05-23 02:18:22,Gustavo,1,7,192.168.56.1,23.9,87.0,90.2,32.97,estavel,critico,critico
2026-05-23 02:18:35,Gustavo,1,7,192.168.56.1,22.5,87.2,90.2,33.37,estavel,critico,critico
2026-05-23 02:18:48,Gustavo,1,7,192.168.56.1,22.1,87.1,90.2,33.53,estavel,critico,critico
2026-05-23 02:19:00,Gustavo,1,7,192.168.56.1,17.9,87.2,90.2,34.9,estavel,critico,critico
2026-05-23 02:19:13,Gustavo,1,7,192.168.56.1,13.6,87.3,90.2,36.3,estavel,critico,critico
2026-05-23 02:19:26,Gustavo,1,7,192.168.56.1,31.8,87.6,90.2,30.13,estavel,critico,critico
2026-05-23 02:19:39,Gustavo,1,7,192.168.56.1,79.5,84.3,90.2,15.33,atencao,atencao,critico
2026-05-23 02:19:52,Gustavo,1,7,192.168.56.1,67.5,84.7,90.2,19.2,estavel,atencao,critico
2026-05-23 02:20:05,Gustavo,1,7,192.168.56.1,12.4,83.6,90.2,37.93,estavel,atencao,critico
2026-05-23 02:20:18,Gustavo,1,7,192.168.56.1,66.8,83.9,90.2,19.7,estavel,atencao,critico
2026-05-23 02:20:31,Gustavo,1,7,192.168.56.1,71.1,84.6,90.2,18.03,atencao,atencao,critico
2026-05-23 02:20:43,Gustavo,1,7,192.168.56.1,23.4,85.1,90.2,33.77,estavel,critico,critico
2026-05-23 02:20:57,Gustavo,1,7,192.168.56.1,19.0,84.2,90.2,35.53,estavel,atencao,critico
2026-05-23 02:21:10,Gustavo,1,7,192.168.56.1,75.6,85.2,90.2,16.33,atencao,critico,critico
2026-05-23 02:21:23,Gustavo,1,7,192.168.56.1,70.3,85.9,90.2,17.87,atencao,critico,critico
2026-05-23 02:21:36,Gustavo,1,7,192.168.56.1,56.1,85.4,90.2,22.77,estavel,critico,critico
2026-05-23 02:21:48,Gustavo,1,7,192.168.56.1,46.7,84.5,90.2,26.2,estavel,atencao,critico
2026-05-23 02:22:01,Gustavo,1,7,192.168.56.1,49.0,85.3,90.2,25.17,estavel,critico,critico
2026-05-23 02:22:14,Gustavo,1,7,192.168.56.1,16.4,84.9,90.2,36.17,estavel,atencao,critico
2026-05-23 02:22:27,Gustavo,1,7,192.168.56.1,29.5,85.1,90.2,31.73,estavel,critico,critico
2026-05-23 02:22:40,Gustavo,1,7,192.168.56.1,25.8,85.2,90.2,32.93,estavel,critico,critico
2026-05-23 02:22:53,Gustavo,1,7,192.168.56.1,11.8,85.2,90.2,37.6,estavel,critico,critico
2026-05-23 02:23:05,Gustavo,1,7,192.168.56.1,48.0,86.2,90.2,25.2,estavel,critico,critico
2026-05-23 02:23:18,Gustavo,1,7,192.168.56.1,65.0,86.4,90.2,19.47,estavel,critico,critico
2026-05-23 02:23:31,Gustavo,1,7,192.168.56.1,33.8,84.0,90.2,30.67,estavel,atencao,critico
2026-05-23 02:23:44,Gustavo,1,7,192.168.56.1,56.7,85.9,90.2,22.4,estavel,critico,critico
2026-05-23 02:23:46,Gustavo,1,7,192.168.56.1,17.3,86.6,90.2,35.3,estavel,critico,critico
2026-05-23 02:23:56,Gustavo,1,7,192.168.56.1,21.4,87.2,90.2,33.73,estavel,critico,critico
2026-05-23 02:23:59,Gustavo,1,7,192.168.56.1,16.8,87.3,90.2,35.23,estavel,critico,critico
2026-05-23 02:24:09,Gustavo,1,7,192.168.56.1,52.3,88.0,90.2,23.17,estavel,critico,critico
2026-05-23 02:24:12,Gustavo,1,7,192.168.56.1,32.8,86.9,90.2,30.03,estavel,critico,critico
2026-05-23 02:24:22,Gustavo,1,7,192.168.56.1,25.9,85.5,90.2,32.8,estavel,critico,critico
2026-05-23 02:24:24,Gustavo,1,7,192.168.56.1,42.7,84.4,90.2,27.57,estavel,atencao,critico
2026-05-23 02:24:35,Gustavo,1,7,192.168.56.1,26.5,84.7,90.2,32.87,estavel,atencao,critico
2026-05-23 02:24:37,Gustavo,1,7,192.168.56.1,67.8,85.4,90.2,18.87,estavel,critico,critico
2026-05-23 02:24:48,Gustavo,1,7,192.168.56.1,21.6,82.8,90.2,35.13,estavel,atencao,critico
2026-05-23 02:24:50,Gustavo,1,7,192.168.56.1,25.3,82.7,90.2,33.93,estavel,atencao,critico
2026-05-23 02:25:00,Gustavo,1,7,192.168.56.1,12.2,82.5,90.2,38.37,estavel,atencao,critico
2026-05-23 02:25:03,Gustavo,1,7,192.168.56.1,33.7,82.4,90.2,31.23,estavel,atencao,critico
2026-05-23 02:25:13,Gustavo,1,7,192.168.56.1,13.1,83.0,90.2,37.9,estavel,atencao,critico
2026-05-23 02:25:15,Gustavo,1,7,192.168.56.1,17.8,82.9,90.2,36.37,estavel,atencao,critico
2026-05-23 02:25:26,Gustavo,1,7,192.168.56.1,12.2,83.2,90.2,38.13,estavel,atencao,critico
2026-05-23 02:25:28,Gustavo,1,7,192.168.56.1,20.8,83.2,90.2,35.27,estavel,atencao,critico
2026-05-23 02:25:38,Gustavo,1,7,192.168.56.1,10.8,83.0,90.2,38.67,estavel,atencao,critico
2026-05-23 02:25:41,Gustavo,1,7,192.168.56.1,22.3,83.4,90.2,34.7,estavel,atencao,critico
2026-05-23 02:25:51,Gustavo,1,7,192.168.56.1,11.8,79.3,90.2,39.57,estavel,atencao,critico
2026-05-23 02:25:54,Gustavo,1,7,192.168.56.1,20.8,79.6,90.2,36.47,estavel,atencao,critico
2026-05-23 02:26:04,Gustavo,1,7,192.168.56.1,17.2,79.9,90.2,37.57,estavel,atencao,critico
2026-05-23 02:26:06,Gustavo,1,7,192.168.56.1,25.5,79.8,90.2,34.83,estavel,atencao,critico
2026-05-23 02:26:17,Gustavo,1,7,192.168.56.1,22.7,80.3,90.2,35.6,estavel,atencao,critico
2026-05-23 02:26:19,Gustavo,1,7,192.168.56.1,9.7,80.3,90.2,39.93,estavel,atencao,critico
2026-05-23 02:26:29,Gustavo,1,7,192.168.56.1,50.0,81.2,90.2,26.2,estavel,atencao,critico
2026-05-23 02:26:32,Gustavo,1,7,192.168.56.1,19.0,81.2,90.2,36.53,estavel,atencao,critico
2026-05-23 02:26:42,Gustavo,1,7,192.168.56.1,53.8,81.2,90.2,24.93,estavel,atencao,critico
2026-05-23 02:26:45,Gustavo,1,7,192.168.56.1,28.2,81.3,90.2,33.43,estavel,atencao,critico
2026-05-23 02:26:55,Gustavo,1,7,192.168.56.1,54.5,81.7,90.2,24.53,estavel,atencao,critico
2026-05-23 02:26:58,Gustavo,1,7,192.168.56.1,93.3,81.8,90.2,11.57,critico,atencao,critico
2026-05-23 02:27:08,Gustavo,1,7,192.168.56.1,54.9,82.7,90.2,24.07,estavel,atencao,critico
2026-05-23 02:27:11,Gustavo,1,7,192.168.56.1,31.1,82.9,90.2,31.93,estavel,atencao,critico
2026-05-23 02:27:21,Gustavo,1,7,192.168.56.1,28.4,82.2,90.2,33.07,estavel,atencao,critico
2026-05-23 02:27:24,Gustavo,1,7,192.168.56.1,40.3,82.2,90.2,29.1,estavel,atencao,critico
2026-05-23 02:27:34,Gustavo,1,7,192.168.56.1,40.4,82.4,90.2,29.0,estavel,atencao,critico
2026-05-23 02:27:37,Gustavo,1,7,192.168.56.1,40.8,82.4,90.2,28.87,estavel,atencao,critico
2026-05-23 02:27:47,Gustavo,1,7,192.168.56.1,50.8,82.4,90.2,25.53,estavel,atencao,critico
2026-05-23 02:27:50,Gustavo,1,7,192.168.56.1,42.4,82.5,90.2,28.3,estavel,atencao,critico
2026-05-23 02:28:00,Gustavo,1,7,192.168.56.1,53.6,82.4,90.2,24.6,estavel,atencao,critico
